cname,iso2,iso3,group,grtype,aptjob,xptjob
France,fr,fra,52,2,.0121941804999487,.0699462803367847
France,fr,fra,53,2,.0130087724576893,.0726517717957034
France,fr,fra,54,2,.0140509220974234,.0738704149293293
France,fr,fra,55,2,.0168951953172565,.0694642226688565
France,fr,fra,56,2,.0143879099882279,.0711858761656831
France,fr,fra,57,2,.0125619884740846,.0758278303898534
France,fr,fra,58,2,.0154669714420274,.0757119184454371
France,fr,fra,59,2,.0173856907948165,.0709953628902506
France,fr,fra,60,2,.0197438568311575,.0735669965533349
France,fr,fra,61,2,.0155652698566748,.0736164623918011
France,fr,fra,62,2,.0155020211885663,.0798900347778953
France,fr,fra,63,2,.0150762727011468,.0792426753838389
France,fr,fra,64,2,.0144463270899661,.0775119974420532
France,fr,fra,65,2,.0166856271464821,.0702954683370904
France,fr,fra,66,2,.0149768181798147,.0734302343998579
France,fr,fra,67,2,.0167536886388625,.0770651834124968
France,fr,fra,68,2,.0152642669056549,.0805114726424633
France,fr,fra,69,2,.0143689889106048,.0798611201369792
France,fr,fra,70,2,.0136661600858312,.078727137527018
France,fr,fra,71,2,.0131703432091731,.0766710331275526
France,fr,fra,72,2,.0141441620778816,.0815176182494373
France,fr,fra,73,2,.0124322648392952,.0793163318760484
France,fr,fra,74,2,.0134749763579903,.0791964363652072
France,fr,fra,75,2,.0119594208322767,.0831021314481229
France,fr,fra,76,2,.0105077899923487,.0850310510579132
France,fr,fra,77,2,.0107340368353291,.0859811590316984
France,fr,fra,78,2,.0166261854492907,.0785095859255865
France,fr,fra,79,2,.0133358657383274,.0813442865601175
France,fr,fra,80,2,.0120491972806163,.0811732628858614
France,fr,fra,81,2,.0111410438772625,.0810951815378074
France,fr,fra,82,2,.0125649416350454,.0781417114654833
France,fr,fra,83,2,.0107622537310507,.0823139942717493
France,fr,fra,84,2,.0113977644151669,.0858794736541328
France,fr,fra,85,2,.0108127080086917,.0851075759030529
France,fr,fra,86,2,.0127120299065292,.0813420451363541
France,fr,fra,87,2,.0104317602733215,.0810388991304493
France,fr,fra,88,2,.0109322668739302,.0823196156974844
France,fr,fra,89,2,.0109250053135439,.0847996195787903
France,fr,fra,90,2,.0100286100570774,.0865052573749333
France,fr,fra,91,2,.010576170340578,.0846522773857774
France,fr,fra,92,2,.0100627028397726,.0815128825618337
France,fr,fra,93,2,.0118191599306396,.0835433136956596
France,fr,fra,94,2,.0080543962181774,.0813497391414475
France,fr,fra,95,2,.009717237008205,.0838633084677978
France,fr,fra,96,2,.0097279849394711,.0777551997397313
France,fr,fra,97,2,.0075214626649384,.0795776296936287
France,fr,fra,98,2,.0089419685917075,.0848664061945165
France,fr,fra,99,2,.0076958541601371,.0774631775400473
France,fr,fra,100,2,.0062133367420756,.0704225361186354
Sweden,se,swe,1,1,.0278301025225591,.0429304951019703
Sweden,se,swe,2,1,.0100162436605404,.0202049776585927
Sweden,se,swe,3,1,.0116750401841848,.0290244327994315
Sweden,se,swe,4,1,.0168844712875987,.0512805686449521
Sweden,se,swe,5,1,.016902150962104,.0657260295945528
Sweden,se,swe,6,1,.0199567644918899,.0666480347938454
Sweden,se,swe,7,1,.0188702498828945,.0700460588247885
Sweden,se,swe,8,1,.0157726497231568,.0735717137673767
Sweden,se,swe,9,1,.0092726714845767,.0786577704062678
Sweden,se,swe,10,1,.00821336593799,.0830812234554427
Sweden,se,swe,1,2,.0303680376615491,.0448061044875063
Sweden,se,swe,2,2,.,.
Sweden,se,swe,3,2,.,.
Sweden,se,swe,4,2,.,.
Sweden,se,swe,5,2,.,.
Sweden,se,swe,6,2,.0340105328246795,.0438522906019012
Sweden,se,swe,7,2,.0278412395207798,.0404248326359604
Sweden,se,swe,8,2,.0212956479017531,.0435179019165913
Sweden,se,swe,9,2,.0216327773943356,.0453364777194058
Sweden,se,swe,10,2,.0239811552428637,.0313064602577775
Sweden,se,swe,11,2,.0118236905130717,.0191214674727953
Sweden,se,swe,12,2,.0094178123165598,.0194645534784109
Sweden,se,swe,13,2,.0087884370590896,.0248933691587461
Sweden,se,swe,14,2,.0067278859284135,.0160647794275618
Sweden,se,swe,15,2,.0123571967453763,.0165810347532894
Sweden,se,swe,16,2,.008779035309619,.0204831167034162
Sweden,se,swe,17,2,.0103962418353973,.0139880412858795
Sweden,se,swe,18,2,.0089492526676995,.0222868654797954
Sweden,se,swe,19,2,.0110358413200965,.0223941437834013
Sweden,se,swe,20,2,.0118339154501588,.0265484553777974
Sweden,se,swe,21,2,.0111147096641352,.0189545490908235
Sweden,se,swe,22,2,.0078281566215979,.0237449648908575
Sweden,se,swe,23,2,.009085043998091,.0224969620420233
Sweden,se,swe,24,2,.0077075841341583,.0227858950945801
Sweden,se,swe,25,2,.0119417511001967,.0273071253442441
Sweden,se,swe,26,2,.0151023443556194,.0350039601805989
Sweden,se,swe,27,2,.0104766691611039,.026021990947878
Sweden,se,swe,28,2,.0111646441926819,.0350432566493731
Sweden,se,swe,29,2,.0172991968924086,.0398692502316531
Sweden,se,swe,30,2,.0150232631251487,.0389503637850573
Sweden,se,swe,31,2,.0161944960569944,.0395138004636058
Sweden,se,swe,32,2,.0171562487473898,.0402801170849144
Sweden,se,swe,33,2,.0189128040025813,.04647070189057
Sweden,se,swe,34,2,.0159393474059766,.0412299514944383
Sweden,se,swe,35,2,.0223251307442316,.0478598856786888
Sweden,se,swe,36,2,.0179798309097274,.0501056936451013
Sweden,se,swe,37,2,.0118850706925516,.0633337567612467
Sweden,se,swe,38,2,.0178100146071168,.0513932985894029
Sweden,se,swe,39,2,.0124015906345358,.0631429818762719
Sweden,se,swe,40,2,.0182702424024073,.0692067221535816
Sweden,se,swe,41,2,.0224529458510682,.0643217289083683
Sweden,se,swe,42,2,.0181315997320781,.0580103247078725
Sweden,se,swe,43,2,.0161036998146203,.05832816798273
Sweden,se,swe,44,2,.0132123866616816,.0709683012531307
Sweden,se,swe,45,2,.0206702502856399,.060074000479034
Sweden,se,swe,46,2,.0168153101581059,.0691702686853616
Sweden,se,swe,47,2,.0164597041465482,.0649165749247808
Sweden,se,swe,48,2,.0185439667136405,.0745142519273055
Sweden,se,swe,49,2,.0109859944974303,.0688989369968885
Sweden,se,swe,50,2,.0156331734395507,.0683389278481795
Sweden,se,swe,51,2,.0211123447902567,.0632074434017631
Sweden,se,swe,52,2,.0149310003165393,.0702761768914275
Sweden,se,swe,53,2,.0213929153552532,.0628138489958222
Sweden,se,swe,54,2,.0228034848756951,.0654235145269073
Sweden,se,swe,55,2,.0210152045146217,.0582219026844835
Sweden,se,swe,56,2,.0209370268525442,.0686237345655654
Sweden,se,swe,57,2,.0218947161435364,.068507029537112
Sweden,se,swe,58,2,.0188025955224157,.0740171957803559
Sweden,se,swe,59,2,.0145491700116295,.0691942328965779
Sweden,se,swe,60,2,.0219702682131233,.0659722472884767
Sweden,se,swe,61,2,.018928448943568,.0788752607711933
Sweden,se,swe,62,2,.0197801253678264,.0669770627981692
Sweden,se,swe,63,2,.021709606705996,.0711616689152488
Sweden,se,swe,64,2,.0224682166846235,.0692139301449458
Sweden,se,swe,65,2,.0224786258294725,.0647624250035259
Sweden,se,swe,66,2,.0198635461144631,.066971045302808
Sweden,se,swe,67,2,.0174729696146624,.0748730554050324
Sweden,se,swe,68,2,.016036203635955,.0676982893516502
Sweden,se,swe,69,2,.0185715977963906,.0734747459327216
Sweden,se,swe,70,2,.0113981861795233,.066373137970231
Sweden,se,swe,71,2,.0162894140850346,.0728863628092939
Sweden,se,swe,72,2,.0145440183847741,.0735769780608083
Sweden,se,swe,73,2,.0178413947052265,.0682816448684406
Sweden,se,swe,74,2,.0159406827413535,.0757166018298129
Sweden,se,swe,75,2,.0186463839509503,.0699372008737497
Sweden,se,swe,76,2,.0135635806072689,.0786014405546388
Sweden,se,swe,77,2,.0177825585345046,.0747278497422283
Sweden,se,swe,78,2,.0144822610934077,.0645942509791927
Sweden,se,swe,79,2,.0144638813697262,.0772146025571927
Sweden,se,swe,80,2,.0142299717918318,.080182607865128
Sweden,se,swe,81,2,.0146469622962243,.0750033308670594
Sweden,se,swe,82,2,.007381822606499,.0688603435995436
Sweden,se,swe,83,2,.0110328839158604,.0770328306279267
Sweden,se,swe,84,2,.0113867758350467,.081838740216243
Sweden,se,swe,85,2,.0077201186042485,.0775344066298221
Sweden,se,swe,86,2,.0081990075951713,.0848819041806636
Sweden,se,swe,87,2,.0055038650568163,.0814989965511699
Sweden,se,swe,88,2,.0069769223212176,.0869175694508556
Sweden,se,swe,89,2,.0118947367616296,.0777460585121899
Sweden,se,swe,90,2,.0079526608402396,.075128008457534
Sweden,se,swe,91,2,.0105435741201805,.0786571827896567
Sweden,se,swe,92,2,.008977671828831,.0770227095457316
Sweden,se,swe,93,2,.0066712699917503,.0908895732635988
Sweden,se,swe,94,2,.0113518770027166,.0801734360469882
Sweden,se,swe,95,2,.0090685189001792,.0804839370122336
Sweden,se,swe,96,2,.0044583143052948,.0884757950765734
Sweden,se,swe,97,2,.0069256438431845,.0929989775514066
Sweden,se,swe,98,2,.0088353311743046,.0855340303639439
Sweden,se,swe,99,2,.0078203910727947,.0785998900789964
Sweden,se,swe,100,2,.0075144614666989,.0778012876853402
South Korea,kr,kor,1,1,.0214039239045726,.042038681335214
South Korea,kr,kor,2,1,.0127222173501709,.0515654679878628
South Korea,kr,kor,3,1,.0085267000544031,.0547725705317186
South Korea,kr,kor,4,1,.0071064334287238,.0549491004223285
South Korea,kr,kor,5,1,.0053220241496734,.0582450419586986
South Korea,kr,kor,6,1,.0040506685245269,.0591966372281992
South Korea,kr,kor,7,1,.0031654898738405,.0608536303500113
South Korea,kr,kor,8,1,.0025425728662899,.0627591605629532
South Korea,kr,kor,9,1,.0023088132612945,.0653916739109712
South Korea,kr,kor,10,1,.0019066712784174,.0663297421190611
South Korea,kr,kor,1,2,.0193487037176469,.0387285262487096
South Korea,kr,kor,2,2,.0231189417799981,.0413259183237585
South Korea,kr,kor,3,2,.0238604306577179,.040192749906397
South Korea,kr,kor,4,2,.0247056275829436,.0388925768225431
South Korea,kr,kor,5,2,.0239522670456226,.0403826155467729
South Korea,kr,kor,6,2,.0220493483076755,.0425812868124805
South Korea,kr,kor,7,2,.0200936127761742,.0457568051982254
South Korea,kr,kor,8,2,.0192238674153708,.0446468565039743
South Korea,kr,kor,9,2,.0197967679291918,.0423523233532903
South Korea,kr,kor,10,2,.0179126465997753,.0455310457671257
South Korea,kr,kor,11,2,.0148251116020709,.0469721313535378
South Korea,kr,kor,12,2,.0131052306544759,.0497823327556878
South Korea,kr,kor,13,2,.0135254880051834,.0505549911419109
South Korea,kr,kor,14,2,.0167491015123834,.0478863947267353
South Korea,kr,kor,15,2,.0111025630492375,.0570659944679954
South Korea,kr,kor,16,2,.0141948477862968,.0499291906006459
South Korea,kr,kor,17,2,.0118145371398753,.0527107052300115
South Korea,kr,kor,18,2,.0105169930012249,.053617111032271
South Korea,kr,kor,19,2,.0103999309181406,.0551808031796652
South Korea,kr,kor,20,2,.010995210166456,.051919772895994
South Korea,kr,kor,21,2,.0101955937241796,.0505638589378217
South Korea,kr,kor,22,2,.009438893492918,.0532230675091555
South Korea,kr,kor,23,2,.0102735669088293,.0557901374362912
South Korea,kr,kor,24,2,.0073098084052768,.0540922337115737
South Korea,kr,kor,25,2,.0105335314883394,.0547173806367411
South Korea,kr,kor,26,2,.0070679728782086,.057773773453097
South Korea,kr,kor,27,2,.0082306230198821,.0557665884131631
South Korea,kr,kor,28,2,.0066861316334292,.0585939735997591
South Korea,kr,kor,29,2,.0075113004412495,.0529322381763645
South Korea,kr,kor,30,2,.0080190407502077,.0542670380696431
South Korea,kr,kor,31,2,.0065981936424313,.0547533960356432
South Korea,kr,kor,32,2,.0051077378468206,.0560875081236458
South Korea,kr,kor,33,2,.0066041732066135,.0563424470027407
South Korea,kr,kor,34,2,.0085914103938557,.0524190255419994
South Korea,kr,kor,35,2,.0073316021605701,.0539796637564414
South Korea,kr,kor,36,2,.0062033667518733,.0562059351338245
South Korea,kr,kor,37,2,.0066733092291776,.0560865138768045
South Korea,kr,kor,38,2,.0078152460844813,.0534067128048087
South Korea,kr,kor,39,2,.00877946376612,.0560736873358742
South Korea,kr,kor,40,2,.0073404349118859,.0541556201015804
South Korea,kr,kor,41,2,.0056153131110368,.0603619279088782
South Korea,kr,kor,42,2,.0062896928046493,.0587815787327663
South Korea,kr,kor,43,2,.0050341912211829,.0552777185967124
South Korea,kr,kor,44,2,.0058167747528219,.0617008190594109
South Korea,kr,kor,45,2,.0061085548956144,.0557200548705399
South Korea,kr,kor,46,2,.00459530546046,.0579425612628356
South Korea,kr,kor,47,2,.00491319870619,.0614994100379827
South Korea,kr,kor,48,2,.005190237973171,.0569869444777841
South Korea,kr,kor,49,2,.0053633087275782,.0559558905289851
South Korea,kr,kor,50,2,.0042985697403509,.0581717706409296
South Korea,kr,kor,51,2,.0049529893371524,.0543933833897303
South Korea,kr,kor,52,2,.0064733502078338,.0583817441452568
South Korea,kr,kor,53,2,.0056353590522457,.0585434998954343
South Korea,kr,kor,54,2,.0019836601011468,.0635131333984871
South Korea,kr,kor,55,2,.0031142021012077,.0603487564182216
South Korea,kr,kor,56,2,.0036399850688859,.0568054077231211
South Korea,kr,kor,57,2,.0039041112166194,.0609890610945106
South Korea,kr,kor,58,2,.0031978611116664,.0580761570134924
South Korea,kr,kor,59,2,.0040640971842161,.0580566484589926
South Korea,kr,kor,60,2,.0035447923740802,.0628182806835653
South Korea,kr,kor,61,2,.0045652182215838,.0578026403389409
South Korea,kr,kor,62,2,.0036629789913227,.062135935164138
South Korea,kr,kor,63,2,.0027561445393365,.0618983986200427
South Korea,kr,kor,64,2,.0031026431145769,.0557807868555602
South Korea,kr,kor,65,2,.0036196056620078,.0591992744705548
South Korea,kr,kor,66,2,.0029929677655385,.0644901927695567
South Korea,kr,kor,67,2,.0031013642340726,.0627076570613624
South Korea,kr,kor,68,2,.002205118811916,.0620501857052166
South Korea,kr,kor,69,2,.0029889553946843,.0592900163189979
South Korea,kr,kor,70,2,.0026959966684428,.0630471977473152
South Korea,kr,kor,71,2,.0021653465497931,.0614446052643165
South Korea,kr,kor,72,2,.002096641572768,.0608753221593108
South Korea,kr,kor,73,2,.0028191446613482,.0690947863260209
South Korea,kr,kor,74,2,.0031757392843121,.0620297148435938
South Korea,kr,kor,75,2,.0019420268791525,.0694961447145515
South Korea,kr,kor,76,2,.0029151175792788,.0599482117937433
South Korea,kr,kor,77,2,.0018409515388658,.0606985570254997
South Korea,kr,kor,78,2,.0025690504400962,.0602791786907072
South Korea,kr,kor,79,2,.0023740656785665,.0634196900588938
South Korea,kr,kor,80,2,.0035104813926404,.060303835472557
South Korea,kr,kor,81,2,.00262291958915,.0646954186768182
South Korea,kr,kor,82,2,.0024617987286273,.0629578952395588
South Korea,kr,kor,83,2,.001347237430628,.0679771738361543
South Korea,kr,kor,84,2,.0020532987672718,.062521469554494
South Korea,kr,kor,85,2,.0022275523281638,.0654827914696582
South Korea,kr,kor,86,2,.0031409594851365,.0623714058445231
South Korea,kr,kor,87,2,.002926085449855,.0670376742435578
South Korea,kr,kor,88,2,.0024192986363984,.0646421050237479
South Korea,kr,kor,89,2,.0011777139767433,.067703477758974
South Korea,kr,kor,90,2,.0026957980641694,.068517594299347
South Korea,kr,kor,91,2,.0024922273722096,.067115539243617
South Korea,kr,kor,92,2,.0014347647507095,.063996018978065
South Korea,kr,kor,93,2,.001715696831799,.0657681517726186
South Korea,kr,kor,94,2,.0022649506049193,.0656452560087159
South Korea,kr,kor,95,2,.0024690427028327,.0643106098858459
South Korea,kr,kor,96,2,.001897751294934,.0687164568797268
South Korea,kr,kor,97,2,.0017124923370657,.0721770164362299
South Korea,kr,kor,98,2,.0018052036793502,.067915773289108
South Korea,kr,kor,99,2,.0019167141475665,.0625903759186396
South Korea,kr,kor,100,2,.0013629642163658,.0650927938398766
Japan,jp,jpn,1,1,.0047155928891769,.0592948804064996
Japan,jp,jpn,2,1,.0040796690860413,.0568327470464145
Japan,jp,jpn,3,1,.0029844447005533,.0527435172812335
Japan,jp,jpn,4,1,.0032133610976394,.0566372864513487
Japan,jp,jpn,5,1,.0032071561762632,.0685453716167638
Japan,jp,jpn,6,1,.0021408941880828,.0750246763538751
Japan,jp,jpn,7,1,.0031052824740499,.0787798885770982
Japan,jp,jpn,8,1,.0027123165995379,.0822338523750298
Japan,jp,jpn,9,1,.0034379127459406,.0843827881016794
Japan,jp,jpn,10,1,.0032509064481028,.0832878440096774
Japan,jp,jpn,1,2,.0063532064040804,.0682193674384115
Japan,jp,jpn,2,2,.0048684021900823,.0713393975376504
Japan,jp,jpn,3,2,.0039405787657707,.0497628127536383
Japan,jp,jpn,4,2,.0030992492085752,.0837475651991152
Japan,jp,jpn,5,2,.0058322232951364,.0386852367217826
Japan,jp,jpn,6,2,.0050433344014576,.0392820615349785
Japan,jp,jpn,7,2,.0020811489362879,.0668340402416612
Japan,jp,jpn,8,2,.0043351228918109,.068497495113775
Japan,jp,jpn,9,2,.006682973072074,.0501217873127208
Japan,jp,jpn,10,2,.0049910510208871,.0564325158017976
Japan,jp,jpn,11,2,.0057498228952027,.0450133493017708
Japan,jp,jpn,12,2,.0067062899761305,.0626533282017961
Japan,jp,jpn,13,2,.0047860551565976,.0466561347791467
Japan,jp,jpn,14,2,.002165235248355,.0667680362882942
Japan,jp,jpn,15,2,.0023271957508835,.0601701830583391
Japan,jp,jpn,16,2,.0022957450752123,.0630071199634378
Japan,jp,jpn,17,2,.0032639896319592,.0799078096507669
Japan,jp,jpn,18,2,.0004963037256069,.0516293676874807
Japan,jp,jpn,19,2,.0106687067661104,.039320218212996
Japan,jp,jpn,20,2,.0019067806131815,.0565986347263658
Japan,jp,jpn,21,2,.0006491468907503,.0763191961286414
Japan,jp,jpn,22,2,.0035079046791672,.0391556288451316
Japan,jp,jpn,23,2,.0024925485834751,.0451297115332692
Japan,jp,jpn,24,2,.0050997892313595,.0628616456442522
Japan,jp,jpn,25,2,.0015236272835142,.0558948745587177
Japan,jp,jpn,26,2,.0068735019258819,.0516590696502172
Japan,jp,jpn,27,2,.0011717863721489,.0443420365803181
Japan,jp,jpn,28,2,.0028633146626872,.058595988340301
Japan,jp,jpn,29,2,.0040951076443464,.0350110573034325
Japan,jp,jpn,30,2,.0022550842400439,.0579620316325341
Japan,jp,jpn,31,2,.0034064918865847,.0469255702546499
Japan,jp,jpn,32,2,.0054031012968494,.0597197464338203
Japan,jp,jpn,33,2,.0033072698859536,.056447407695132
Japan,jp,jpn,34,2,.0023485456888765,.0440938285228363
Japan,jp,jpn,35,2,.0057959211450115,.0418653273991455
Japan,jp,jpn,36,2,.0049289854249303,.048423947034082
Japan,jp,jpn,37,2,.0028095093917549,.0575295438844641
Japan,jp,jpn,38,2,.000624503907013,.0737330676558186
Japan,jp,jpn,39,2,.0015418950287577,.0684601929837165
Japan,jp,jpn,40,2,.0014610262641086,.0744874317733519
Japan,jp,jpn,41,2,.0081875497937512,.0614737339307778
Japan,jp,jpn,42,2,.0002439198668088,.0712813014554614
Japan,jp,jpn,43,2,.0076555216625392,.056655260309124
Japan,jp,jpn,44,2,.0026351649448744,.0587540204337711
Japan,jp,jpn,45,2,.0005762714049287,.0766381831831233
Japan,jp,jpn,46,2,.0026468108362713,.0737982235260735
Japan,jp,jpn,47,2,.0017441328646224,.0798340382761532
Japan,jp,jpn,48,2,.0055261607495049,.0627389402953571
Japan,jp,jpn,49,2,.0004503195016484,.0855925509655455
Japan,jp,jpn,50,2,.0021469717977451,.0637289454630725
Japan,jp,jpn,51,2,.0016468914130325,.0759658663132523
Japan,jp,jpn,52,2,.0013508126337916,.0852365432204694
Japan,jp,jpn,53,2,.0010752608979796,.0893882443656413
Japan,jp,jpn,54,2,.003256305551582,.0600568818144659
Japan,jp,jpn,55,2,.0004761061867828,.0747886319125575
Japan,jp,jpn,56,2,.0090208090942516,.0686641410810331
Japan,jp,jpn,57,2,.0018074557623086,.0672571421093174
Japan,jp,jpn,58,2,.0007608983794986,.0658606993635922
Japan,jp,jpn,59,2,.0008392710424632,.0832390028409718
Japan,jp,jpn,60,2,.0003513760381673,.0853267086259962
Japan,jp,jpn,61,2,.0074855653129983,.0701474809366464
Japan,jp,jpn,62,2,.0030680193400897,.0681326915836262
Japan,jp,jpn,63,2,.001798275704269,.0674686861710957
Japan,jp,jpn,64,2,.0002967696791292,.0831370957167621
Japan,jp,jpn,65,2,.0060317948995526,.0714652250260614
Japan,jp,jpn,66,2,.0014167641308935,.1144277500624153
Japan,jp,jpn,67,2,.0023463565651595,.0794933797601611
Japan,jp,jpn,68,2,.0009225905370552,.0813450306153236
Japan,jp,jpn,69,2,.0017552749896117,.0770164742412901
Japan,jp,jpn,70,2,.0065459382551743,.0754034703864201
Japan,jp,jpn,71,2,.0032127509042848,.071998173116395
Japan,jp,jpn,72,2,.0023787861113679,.0725776167704636
Japan,jp,jpn,73,2,.0087103093844243,.0886974051582888
Japan,jp,jpn,74,2,.0019697660732889,.0795218644573137
Japan,jp,jpn,75,2,.0005294382469285,.0877745644448151
Japan,jp,jpn,76,2,.0032138228499541,.0952119189267292
Japan,jp,jpn,77,2,.0025839735600187,.0842302545841107
Japan,jp,jpn,78,2,.003778553504814,.0765567477010008
Japan,jp,jpn,79,2,.0008494108689246,.0953948508287687
Japan,jp,jpn,80,2,.0024554086482967,.0768068325422946
Japan,jp,jpn,81,2,.0011344623722109,.0880968661734592
Japan,jp,jpn,82,2,.0017325419933859,.0827202383132877
Japan,jp,jpn,83,2,.0073826893312177,.0862597655212925
Japan,jp,jpn,84,2,.002257353547783,.0889103683185476
Japan,jp,jpn,85,2,.0065096949853837,.0881399738438293
Japan,jp,jpn,86,2,.0020869526337305,.0855602731019198
Japan,jp,jpn,87,2,.0025245922239276,.0821670989866211
Japan,jp,jpn,88,2,.0035055081728271,.0768705173629457
Japan,jp,jpn,89,2,.0051709812429947,.0784770272948895
Japan,jp,jpn,90,2,.0019230081045322,.0867986516694815
Japan,jp,jpn,91,2,.0019818733983699,.0952303544677996
Japan,jp,jpn,92,2,.0009633809647229,.087740367609353
Japan,jp,jpn,93,2,.0025200943114658,.0931707953945253
Japan,jp,jpn,94,2,.0055820219456933,.0841536345972884
Japan,jp,jpn,95,2,.0024375962311801,.062193288684786
Japan,jp,jpn,96,2,.0015778288998332,.0890285451590743
Japan,jp,jpn,97,2,.0021782460927268,.0814694523230508
Japan,jp,jpn,98,2,.00316309577301,.0789493391325693
Japan,jp,jpn,99,2,.0062768917643827,.0768214987225256
Japan,jp,jpn,100,2,.0058119728791817,.0857725717741891
United Kingdom,uk,gbr,1,1,.0117510063429879,.0264595045695458
United Kingdom,uk,gbr,2,1,.0046095550474468,.0177024666242781
United Kingdom,uk,gbr,3,1,.0050241270343119,.0296112460015901
United Kingdom,uk,gbr,4,1,.0048758986563677,.039527333839218
United Kingdom,uk,gbr,5,1,.0050448821772924,.0418279609798508
United Kingdom,uk,gbr,6,1,.0053368132376659,.0497678356066886
United Kingdom,uk,gbr,7,1,.0058496450262747,.0550328955596677
United Kingdom,uk,gbr,8,1,.0048499889548379,.0562148907227217
United Kingdom,uk,gbr,9,1,.0045399170021324,.0577408444725365
United Kingdom,uk,gbr,10,1,.0035568792483987,.055698963749327
United Kingdom,uk,gbr,1,2,.0117510063429879,.0264595045695458
United Kingdom,uk,gbr,2,2,.,.
United Kingdom,uk,gbr,3,2,.,.
United Kingdom,uk,gbr,4,2,.,.
United Kingdom,uk,gbr,5,2,.,.
United Kingdom,uk,gbr,6,2,.,.
United Kingdom,uk,gbr,7,2,.,.
United Kingdom,uk,gbr,8,2,.,.
United Kingdom,uk,gbr,9,2,.,.
United Kingdom,uk,gbr,10,2,.,.
United Kingdom,uk,gbr,11,2,.,.
United Kingdom,uk,gbr,12,2,.0041803693987856,.0147467481663448
United Kingdom,uk,gbr,13,2,.0041143988674148,.014294673410369
United Kingdom,uk,gbr,14,2,.0066827173974383,.0201544317804876
United Kingdom,uk,gbr,15,2,.003034344027569,.0142119153602948
United Kingdom,uk,gbr,16,2,.0055278634412651,.0183077291007424
United Kingdom,uk,gbr,17,2,.0043934683306843,.0133661358618564
United Kingdom,uk,gbr,18,2,.0042003347568251,.0162360266489838
United Kingdom,uk,gbr,19,2,.0067600969717363,.0258243144906925
United Kingdom,uk,gbr,20,2,.0024904665628754,.0215752387384997
