cname,iso2,iso3,group,grtype,aisolt,xisolt
France,fr,fra,33,2,.0699912321920101,.1333655067755456
France,fr,fra,34,2,.0616577270095587,.1398725159983972
France,fr,fra,35,2,.0761793998252599,.1324727962782019
France,fr,fra,36,2,.0736112300857585,.1365814761444015
France,fr,fra,37,2,.0625120872667904,.1351709395930229
France,fr,fra,38,2,.0670944842509591,.1354139023165499
France,fr,fra,39,2,.0580418188751594,.1368825437879396
France,fr,fra,40,2,.0816389069541528,.1297810174589705
France,fr,fra,41,2,.0765079351743332,.1354975426293675
France,fr,fra,42,2,.0622761607067292,.1396910110872867
France,fr,fra,43,2,.068824368494221,.138390874331789
France,fr,fra,44,2,.073592411132294,.1305051223631889
France,fr,fra,45,2,.064466203636234,.1326745802403598
France,fr,fra,46,2,.0568471368803912,.1354986611654308
France,fr,fra,47,2,.0699037146007785,.1393560627014191
France,fr,fra,48,2,.0776721235046135,.1356937207715502
France,fr,fra,49,2,.0686598799234494,.1401848608400583
France,fr,fra,50,2,.064603415096993,.1397951967540965
France,fr,fra,51,2,.0644798211115206,.1392237163595989
France,fr,fra,52,2,.0709002019446796,.1384321514405631
France,fr,fra,53,2,.0767063042307639,.1349807564556202
France,fr,fra,54,2,.0635898529943185,.1375839663235726
France,fr,fra,55,2,.0890939277528119,.1273788659094521
France,fr,fra,56,2,.065726806682449,.1346156977747373
France,fr,fra,57,2,.0654144936081446,.1364726638732433
France,fr,fra,58,2,.0744095120451338,.1343582762755126
France,fr,fra,59,2,.0869430995840658,.1312244058867941
France,fr,fra,60,2,.0903416251787594,.1274431146808209
France,fr,fra,61,2,.0899312360233969,.1294126913015809
France,fr,fra,62,2,.0689148245136428,.1372890888526733
France,fr,fra,63,2,.0840134598000185,.1329148352705348
France,fr,fra,64,2,.0654245884757614,.1339907460732338
France,fr,fra,65,2,.0846120482683791,.12674822421425
France,fr,fra,66,2,.0864127238974174,.1276847202048171
France,fr,fra,67,2,.092866584417379,.1288399189332388
France,fr,fra,68,2,.0617568202520782,.1371984354882906
France,fr,fra,69,2,.1032954706530409,.1321448938201139
France,fr,fra,70,2,.0966668278985733,.1328857414868378
France,fr,fra,71,2,.0732154368377321,.1344092765058025
France,fr,fra,72,2,.077174458277928,.1339560212720661
France,fr,fra,73,2,.0796294174067543,.1332502579224225
France,fr,fra,74,2,.056027604796733,.1344894790215128
France,fr,fra,75,2,.0671133114609511,.1363286136560993
France,fr,fra,76,2,.0647716686655774,.1390841678425872
France,fr,fra,77,2,.0875769275396871,.1374630005323388
France,fr,fra,78,2,.1018234452855377,.1269992745740804
France,fr,fra,79,2,.0666388669569566,.1381858227344567
France,fr,fra,80,2,.0695647287895428,.1399479224742844
France,fr,fra,81,2,.0981906194179394,.1385869371906699
France,fr,fra,82,2,.0855410191040681,.136021808227899
France,fr,fra,83,2,.0609580266560711,.1422550120034497
France,fr,fra,84,2,.0778472687963223,.1414302852692903
France,fr,fra,85,2,.0657453259220308,.1419317799284923
France,fr,fra,86,2,.0671024924876147,.1422973379495105
France,fr,fra,87,2,.088117038192095,.1371191915974025
France,fr,fra,88,2,.057806554453187,.1397858614345535
France,fr,fra,89,2,.0577021775346439,.1464065740637675
France,fr,fra,90,2,.0690466301685548,.1468468199068633
France,fr,fra,91,2,.0719477017367576,.1507773447672133
France,fr,fra,92,2,.0845728893070291,.1410892327730207
France,fr,fra,93,2,.0756309008978205,.1464915519388049
France,fr,fra,94,2,.0657126243475888,.1476690551169694
France,fr,fra,95,2,.0739735762379637,.1473954483036946
France,fr,fra,96,2,.0956228481880565,.14398334767899
France,fr,fra,97,2,.0715840983764071,.1485966144832024
France,fr,fra,98,2,.0655848499864927,.1577271491600578
France,fr,fra,99,2,.0687710424548126,.1509000323970587
France,fr,fra,100,2,.0588969635873232,.1598338988771214
Sweden,se,swe,1,1,.0954173328205198,.0790954762940501
Sweden,se,swe,2,1,.0661474318907902,.1051264659741088
Sweden,se,swe,3,1,.0546417531596022,.1148098462045959
Sweden,se,swe,4,1,.0567837955092343,.1076748612205496
Sweden,se,swe,5,1,.0678228428204672,.1015486540104758
Sweden,se,swe,6,1,.086061128973621,.0959258716523625
Sweden,se,swe,7,1,.0965513358701287,.094741924720265
Sweden,se,swe,8,1,.0794342233820247,.1029617328426797
Sweden,se,swe,9,1,.0740101594320932,.1162797159919918
Sweden,se,swe,10,1,.0747334788951717,.1277414650838666
Sweden,se,swe,1,2,.110615444673446,.077697247485876
Sweden,se,swe,2,2,.,.
Sweden,se,swe,3,2,.,.
Sweden,se,swe,4,2,.,.
Sweden,se,swe,5,2,.,.
Sweden,se,swe,6,2,.0447712635482653,.0564454169861187
Sweden,se,swe,7,2,.106852891659392,.071665781086852
Sweden,se,swe,8,2,.0606960859970098,.08669804136102
Sweden,se,swe,9,2,.0847505751751067,.0859375899862785
Sweden,se,swe,10,2,.0620745470044517,.0882816879055932
Sweden,se,swe,11,2,.0705508258916343,.0963564183540663
Sweden,se,swe,12,2,.0685919454117926,.1047586226399938
Sweden,se,swe,13,2,.0658479271586528,.1010720906175209
Sweden,se,swe,14,2,.0721086810338326,.1041468993157455
Sweden,se,swe,15,2,.0736382365530598,.1036134629242081
Sweden,se,swe,16,2,.0691527225517771,.1058316352857103
Sweden,se,swe,17,2,.0742278102775471,.1017362745832827
Sweden,se,swe,18,2,.0576425836818591,.1177608018509008
Sweden,se,swe,19,2,.0519036415634443,.1118423075359921
Sweden,se,swe,20,2,.0580722476328339,.1041149164399856
Sweden,se,swe,21,2,.0580035950016166,.1157516040359096
Sweden,se,swe,22,2,.0560383383616886,.1175397509711572
Sweden,se,swe,23,2,.0499625185550747,.118146410309814
Sweden,se,swe,24,2,.0452399361433381,.1219275826524289
Sweden,se,swe,25,2,.0861622030177425,.1081943997152605
Sweden,se,swe,26,2,.0444684108420385,.1167018501334001
Sweden,se,swe,27,2,.04704675703487,.1252707381505459
Sweden,se,swe,28,2,.0592246026697299,.1096012515967605
Sweden,se,swe,29,2,.0412945783422374,.1034100832973018
Sweden,se,swe,30,2,.0590250006850386,.1115465832826904
Sweden,se,swe,31,2,.0514094821445647,.104404464852152
Sweden,se,swe,32,2,.0559039102099239,.1123882698271734
Sweden,se,swe,33,2,.061728435701173,.1013950420472284
Sweden,se,swe,34,2,.0530144874734268,.1124160221814149
Sweden,se,swe,35,2,.0471101797991703,.1109464590081778
Sweden,se,swe,36,2,.0306105048456211,.106963844958179
Sweden,se,swe,37,2,.0235705075967991,.1081194311797988
Sweden,se,swe,38,2,.1014392827320226,.1071992897770493
Sweden,se,swe,39,2,.0306387481355447,.1143194081302754
Sweden,se,swe,40,2,.1119352100002049,.0986037321072517
Sweden,se,swe,41,2,.0335666781766156,.0947799795522647
Sweden,se,swe,42,2,.1005508602282223,.0988435570989833
Sweden,se,swe,43,2,.0786615746557502,.1048349077498598
Sweden,se,swe,44,2,.0423054794541489,.1182450868046283
Sweden,se,swe,45,2,.1061260234980355,.0908983533659705
Sweden,se,swe,46,2,.048442432397336,.1067227541393896
Sweden,se,swe,47,2,.0953138758153934,.0991877325254414
Sweden,se,swe,48,2,.052160383541508,.1004996973357298
Sweden,se,swe,49,2,.058323481096887,.1016935639311026
Sweden,se,swe,50,2,.0614684566501852,.0999104446913902
Sweden,se,swe,51,2,.0792278329096638,.0973378745797146
Sweden,se,swe,52,2,.0593654298523101,.1057012129083243
Sweden,se,swe,53,2,.0738036427380465,.1039406309960318
Sweden,se,swe,54,2,.1137620901318396,.0993721408562603
Sweden,se,swe,55,2,.0881469232369385,.0924849106586485
Sweden,se,swe,56,2,.0787795651784523,.0925316576888381
Sweden,se,swe,57,2,.0542610141363509,.0909225768763431
Sweden,se,swe,58,2,.119173957457663,.0939237224694558
Sweden,se,swe,59,2,.061095796259259,.0983254027598531
Sweden,se,swe,60,2,.1305683216533329,.0848693261704544
Sweden,se,swe,61,2,.0732116064957456,.0938448720869092
Sweden,se,swe,62,2,.0699292398068408,.0900671884381484
Sweden,se,swe,63,2,.0900777604478079,.0845450658570151
Sweden,se,swe,64,2,.1120811587780328,.090626725492205
Sweden,se,swe,65,2,.1026893436878584,.0885863990614911
Sweden,se,swe,66,2,.084539282364605,.0898947808919902
Sweden,se,swe,67,2,.094570308422145,.0952682712333109
Sweden,se,swe,68,2,.0941866605301925,.1006934078302799
Sweden,se,swe,69,2,.1255053727819014,.1050034608500265
Sweden,se,swe,70,2,.1187613337261965,.1088285794496518
Sweden,se,swe,71,2,.0605071416391313,.1026689447562387
Sweden,se,swe,72,2,.0558594643756623,.1018653966612452
Sweden,se,swe,73,2,.0971696872820959,.0984973980849723
Sweden,se,swe,74,2,.1066754261940829,.1035955700151108
Sweden,se,swe,75,2,.0565586400942749,.1123007676665379
Sweden,se,swe,76,2,.079802153726661,.1058523227896797
Sweden,se,swe,77,2,.0587227260738177,.101703226659958
Sweden,se,swe,78,2,.0841727744943184,.0929523671918398
Sweden,se,swe,79,2,.1372351417953679,.099505460948042
Sweden,se,swe,80,2,.0580190732893223,.1106840319203178
Sweden,se,swe,81,2,.0844190322968151,.1036609673926762
Sweden,se,swe,82,2,.0715949769344134,.1211023981060665
Sweden,se,swe,83,2,.0707527838973063,.1100492748624992
Sweden,se,swe,84,2,.0901812418888999,.1175455631577678
Sweden,se,swe,85,2,.0828369807374103,.1100238340241689
Sweden,se,swe,86,2,.057659158385248,.1251665639584512
Sweden,se,swe,87,2,.1142153310897792,.1249966731044275
Sweden,se,swe,88,2,.0588675464628687,.1213870150871271
Sweden,se,swe,89,2,.0479726191535068,.1157669545487891
Sweden,se,swe,90,2,.0623485763088226,.1131254297339099
Sweden,se,swe,91,2,.0450145187741407,.1273608164235968
Sweden,se,swe,92,2,.0868313958011679,.1192708290070167
Sweden,se,swe,93,2,.049980125212807,.1324557777189866
Sweden,se,swe,94,2,.0849349167509697,.1258486467599324
Sweden,se,swe,95,2,.0871732706824904,.1254956969681937
Sweden,se,swe,96,2,.0490822517597202,.1315819578423393
Sweden,se,swe,97,2,.0584612132601323,.1374167924671878
Sweden,se,swe,98,2,.1283625855855701,.1175108517185448
Sweden,se,swe,99,2,.0901887558838786,.1248146723082296
Sweden,se,swe,100,2,.0663061581006769,.1359046369507505
South Korea,kr,kor,1,1,.2665862392872812,.3823865381203156
South Korea,kr,kor,2,1,.1926532459990989,.4261680338634802
South Korea,kr,kor,3,1,.154913153467762,.4234606511250408
South Korea,kr,kor,4,1,.1448098093914381,.4078834599415996
South Korea,kr,kor,5,1,.1297798862565326,.4223946045411686
South Korea,kr,kor,6,1,.1143352413406439,.4217765447581266
South Korea,kr,kor,7,1,.1054009905231643,.4264152463856212
South Korea,kr,kor,8,1,.1068345461303336,.4379482467783776
South Korea,kr,kor,9,1,.1002139469649739,.4373218629233582
South Korea,kr,kor,10,1,.0900033399803176,.4490254300128657
South Korea,kr,kor,1,2,.2790451438739492,.3255144925423302
South Korea,kr,kor,2,2,.2631428741359463,.3685920957483086
South Korea,kr,kor,3,2,.278112114333819,.3644921156238671
South Korea,kr,kor,4,2,.2830469125417047,.3768037201218591
South Korea,kr,kor,5,2,.297392540850268,.3829197503576844
South Korea,kr,kor,6,2,.2581924437449247,.400573261609693
South Korea,kr,kor,7,2,.2478667742982478,.39681147722682
South Korea,kr,kor,8,2,.2545120344083634,.4039098367875704
South Korea,kr,kor,9,2,.2743563225897115,.3895198526346068
South Korea,kr,kor,10,2,.2306690662032758,.4151057582937933
South Korea,kr,kor,11,2,.2168408123336708,.431186071851579
South Korea,kr,kor,12,2,.1986970713814363,.4413835751189275
South Korea,kr,kor,13,2,.2077167945564014,.4186402307706761
South Korea,kr,kor,14,2,.2296314061194956,.3928996644526995
South Korea,kr,kor,15,2,.1705926957868036,.4448883191190762
South Korea,kr,kor,16,2,.1923679323252978,.4251807763112099
South Korea,kr,kor,17,2,.2080889634498568,.4266476809650044
South Korea,kr,kor,18,2,.1672824346666182,.4344978713444722
South Korea,kr,kor,19,2,.1662110228908623,.4235837713216538
South Korea,kr,kor,20,2,.1691224058440767,.4229804617837286
South Korea,kr,kor,21,2,.1667900606352622,.3996689947849181
South Korea,kr,kor,22,2,.1661701104818818,.4225876660459274
South Korea,kr,kor,23,2,.1702317414236547,.4358684380799979
South Korea,kr,kor,24,2,.1654831598582017,.430331033260975
South Korea,kr,kor,25,2,.1551266063019302,.4022022219081112
South Korea,kr,kor,26,2,.1466926321695629,.4197717373553885
South Korea,kr,kor,27,2,.1417640378748529,.4341777185564072
South Korea,kr,kor,28,2,.1459740192133681,.4411526028379856
South Korea,kr,kor,29,2,.1443068156056229,.4184757595944967
South Korea,kr,kor,30,2,.1465798677284185,.4302713780210334
South Korea,kr,kor,31,2,.1418604078936062,.4168149180589478
South Korea,kr,kor,32,2,.1249501913095155,.4306828004010835
South Korea,kr,kor,33,2,.1439922002874776,.3808065239524145
South Korea,kr,kor,34,2,.1574010988333109,.3884575645319681
South Korea,kr,kor,35,2,.1524750429661599,.4137026844754337
South Korea,kr,kor,36,2,.1335674117784942,.3977804559065831
South Korea,kr,kor,37,2,.1312645013203123,.4247886280590693
South Korea,kr,kor,38,2,.1804709731451321,.4111135295689104
South Korea,kr,kor,39,2,.1295488936837984,.393659952724619
South Korea,kr,kor,40,2,.1524347197258608,.4209197867043329
South Korea,kr,kor,41,2,.1539179425300476,.4115634237423633
South Korea,kr,kor,42,2,.1519620339625705,.4136301114961842
South Korea,kr,kor,43,2,.1231085311424091,.414731253756241
South Korea,kr,kor,44,2,.1112633260606521,.4567354419439801
South Korea,kr,kor,45,2,.1285902224812666,.4141877184462626
South Korea,kr,kor,46,2,.1420161259517587,.415425992265436
South Korea,kr,kor,47,2,.1214638400036028,.4340739450566299
South Korea,kr,kor,48,2,.1493249708287042,.4141756692001137
South Korea,kr,kor,49,2,.1195549551830972,.4164158067393428
South Korea,kr,kor,50,2,.0966741969339431,.4326208842684076
South Korea,kr,kor,51,2,.1672306271251116,.4025644034224054
South Korea,kr,kor,52,2,.1138791903313113,.4245989658521149
South Korea,kr,kor,53,2,.1507290834707752,.4187451252646673
South Korea,kr,kor,54,2,.0823853649046542,.4106452700077486
South Korea,kr,kor,55,2,.1100514821363264,.424202053262226
South Korea,kr,kor,56,2,.1127865606210806,.4215050548677585
South Korea,kr,kor,57,2,.12657130401875,.4187435125960014
South Korea,kr,kor,58,2,.0831412976469531,.4163776366838081
South Korea,kr,kor,59,2,.1217066528310311,.4233426030786379
South Korea,kr,kor,60,2,.0755397161059112,.4563835037907538
South Korea,kr,kor,61,2,.1232183258537223,.3958510470312053
South Korea,kr,kor,62,2,.0859346946844792,.4282331223826177
South Korea,kr,kor,63,2,.094094379005627,.4240714638887341
South Korea,kr,kor,64,2,.128968289885609,.4056142782784383
South Korea,kr,kor,65,2,.1266445650260795,.4108774239659942
South Korea,kr,kor,66,2,.1058296029794903,.4474881850228554
South Korea,kr,kor,67,2,.0862810517197303,.4328999110607757
South Korea,kr,kor,68,2,.0992155387874143,.4337233744989361
South Korea,kr,kor,69,2,.1029701922816167,.4392718989409243
South Korea,kr,kor,70,2,.1017010389798435,.4451223914373082
South Korea,kr,kor,71,2,.1304375187244647,.4389341325662748
South Korea,kr,kor,72,2,.1156029391674616,.448735518628873
South Korea,kr,kor,73,2,.078028604106572,.4413808201879651
South Korea,kr,kor,74,2,.0944182546839478,.4522519475560274
South Korea,kr,kor,75,2,.0789700500639705,.462537282942558
South Korea,kr,kor,76,2,.0926161621042828,.4340176426640785
South Korea,kr,kor,77,2,.1182518502883822,.4392498347206076
South Korea,kr,kor,78,2,.1082152106310769,.4275183001627603
South Korea,kr,kor,79,2,.1050408733329493,.4276684320321336
South Korea,kr,kor,80,2,.1468345583958287,.4073965998926579
South Korea,kr,kor,81,2,.1099808695392539,.4285614192873318
South Korea,kr,kor,82,2,.0826848610946509,.435902856537438
South Korea,kr,kor,83,2,.0799763806298917,.450993991669014
South Korea,kr,kor,84,2,.0832550697207302,.4432781939511694
South Korea,kr,kor,85,2,.0950434806341048,.4316638823753461
South Korea,kr,kor,86,2,.1385392333663036,.4104777182195483
South Korea,kr,kor,87,2,.1351935478299289,.4234953306253135
South Korea,kr,kor,88,2,.085933224749335,.442571080143935
South Korea,kr,kor,89,2,.0944650427268955,.4381920957032482
South Korea,kr,kor,90,2,.0963719807290429,.4681945210431336
South Korea,kr,kor,91,2,.0901663693825237,.4479674250273535
South Korea,kr,kor,92,2,.0823608997760665,.4641722590766345
South Korea,kr,kor,93,2,.0882508990928507,.4505403478693805
South Korea,kr,kor,94,2,.0884092499182548,.4149604203457073
South Korea,kr,kor,95,2,.0803013112995803,.4504604080623867
South Korea,kr,kor,96,2,.1119792210021219,.4462390607469919
South Korea,kr,kor,97,2,.0672512468984343,.4678746924516707
South Korea,kr,kor,98,2,.0986574252631056,.449564611933965
South Korea,kr,kor,99,2,.0951082132891908,.4538794913225409
South Korea,kr,kor,100,2,.0971688685549476,.4450013410745392
Japan,jp,jpn,1,1,.0495312211108196,.1983852456906049
Japan,jp,jpn,2,1,.0352213407109033,.2024957013533567
Japan,jp,jpn,3,1,.0227279263516744,.2130947911465421
Japan,jp,jpn,4,1,.0299835171083087,.1871877865685649
Japan,jp,jpn,5,1,.0299137883696321,.2096370445189986
Japan,jp,jpn,6,1,.0190470245596122,.2117025625901981
Japan,jp,jpn,7,1,.0368366217366539,.2008752060694868
Japan,jp,jpn,8,1,.0430111620173952,.2090501971326507
Japan,jp,jpn,9,1,.0725225572913875,.2059674387966425
Japan,jp,jpn,10,1,.0517350375910026,.216044756012811
Japan,jp,jpn,1,2,.1079151349912467,.1947278820545474
Japan,jp,jpn,2,2,.0227154140903448,.2316267951778862
Japan,jp,jpn,3,2,.0426282871725833,.1630326615929336
Japan,jp,jpn,4,2,.0202322165897338,.2492734592925839
Japan,jp,jpn,5,2,.0501312667499157,.1704313233817027
Japan,jp,jpn,6,2,.0713719941153321,.1601155684952248
Japan,jp,jpn,7,2,.0640037104979122,.2189981131626074
Japan,jp,jpn,8,2,.0372293604916943,.2242189670120092
Japan,jp,jpn,9,2,.0399841503428808,.1863577250763105
Japan,jp,jpn,10,2,.0353818999424415,.1848180901420489
Japan,jp,jpn,11,2,.0280309908612884,.159041519050542
Japan,jp,jpn,12,2,.0411197735596764,.1853015733095038
Japan,jp,jpn,13,2,.0418516083485603,.1797771463657467
Japan,jp,jpn,14,2,.0189555846043452,.240722282387401
Japan,jp,jpn,15,2,.0239279648054458,.2304966433621136
Japan,jp,jpn,16,2,.0220838222318474,.2077567213762848
Japan,jp,jpn,17,2,.0304991627137392,.2221727026599991
Japan,jp,jpn,18,2,.0090433040124578,.219294113507788
Japan,jp,jpn,19,2,.0669914178647529,.1658498200098971
Japan,jp,jpn,20,2,.069141118035929,.2190455858918889
Japan,jp,jpn,21,2,.0132188463556599,.3176983727789173
Japan,jp,jpn,22,2,.0245632372683925,.1899292722595448
Japan,jp,jpn,23,2,.0206737344915901,.209513971617131
Japan,jp,jpn,24,2,.03236421127127,.1947213075925008
Japan,jp,jpn,25,2,.0137892595827803,.2117362716030717
Japan,jp,jpn,26,2,.0493992079277643,.1837040132766327
Japan,jp,jpn,27,2,.0195721191196212,.2005638414507717
Japan,jp,jpn,28,2,.0184856357698891,.2106118112075931
Japan,jp,jpn,29,2,.0255978258763033,.1847147311113555
Japan,jp,jpn,30,2,.0148444921140502,.2225064160079
Japan,jp,jpn,31,2,.0325611198856996,.1693157295802597
Japan,jp,jpn,32,2,.0375888125602041,.1713968593402893
Japan,jp,jpn,33,2,.0292659664720463,.1918364162143809
Japan,jp,jpn,34,2,.0161128149701886,.1856040180628812
Japan,jp,jpn,35,2,.0169911283259542,.2031662796112141
Japan,jp,jpn,36,2,.0284512141426254,.1705589749163618
Japan,jp,jpn,37,2,.0604502040212626,.1775763000332118
Japan,jp,jpn,38,2,.0178419966043328,.1921121076636191
Japan,jp,jpn,39,2,.0232648316972267,.1930619695890126
Japan,jp,jpn,40,2,.0174645750311716,.2226322997431891
Japan,jp,jpn,41,2,.0380316307843867,.1825650527418994
Japan,jp,jpn,42,2,.0056378905210568,.2326336137652776
Japan,jp,jpn,43,2,.1357395677421455,.1690717328988564
Japan,jp,jpn,44,2,.0181859501033399,.2055038362803097
Japan,jp,jpn,45,2,.0151141146286815,.2485454104398042
Japan,jp,jpn,46,2,.0172418024928547,.2001067478654941
Japan,jp,jpn,47,2,.0200955792634992,.2504770670284067
Japan,jp,jpn,48,2,.0192999779135672,.1969694134073584
Japan,jp,jpn,49,2,.0074837615872123,.2311316413128662
Japan,jp,jpn,50,2,.0186906809420005,.1929722602860441
Japan,jp,jpn,51,2,.0207203948594366,.1942086738034284
Japan,jp,jpn,52,2,.0163228601074956,.2023894946627801
Japan,jp,jpn,53,2,.0095578230887371,.2420641603031936
Japan,jp,jpn,54,2,.0181531183041202,.1926006193307519
Japan,jp,jpn,55,2,.0445016291899291,.2146155258804
Japan,jp,jpn,56,2,.0163492738184024,.2019776132325172
Japan,jp,jpn,57,2,.0197277406650527,.1970476601161867
Japan,jp,jpn,58,2,.0156099230754725,.2102233155112131
Japan,jp,jpn,59,2,.0144175591300324,.2286685326346839
Japan,jp,jpn,60,2,.0157926590697911,.2327840263020688
Japan,jp,jpn,61,2,.0702119558538038,.1843147319770257
Japan,jp,jpn,62,2,.0801013023355959,.1993412889672268
Japan,jp,jpn,63,2,.0206432935533719,.1937729704686973
Japan,jp,jpn,64,2,.0185901902922853,.214569622459565
Japan,jp,jpn,65,2,.0350277093550734,.1769073989751304
Japan,jp,jpn,66,2,.0083196662617591,.2719514900483975
Japan,jp,jpn,67,2,.0774925754835675,.1696535276127641
Japan,jp,jpn,68,2,.0078012765101871,.2026469513150525
Japan,jp,jpn,69,2,.0181578062675161,.2210780267694198
Japan,jp,jpn,70,2,.0349089315316552,.1760019774021356
Japan,jp,jpn,71,2,.0822148570609577,.1861838731129941
Japan,jp,jpn,72,2,.0240949443348737,.2091477007171493
Japan,jp,jpn,73,2,.0120965695246273,.1972415234477423
Japan,jp,jpn,74,2,.0345378992009479,.2165971326727664
Japan,jp,jpn,75,2,.0220941470882716,.2215499560518046
Japan,jp,jpn,76,2,.0574227010641499,.227635345028061
Japan,jp,jpn,77,2,.0575331000503278,.2015038174412359
Japan,jp,jpn,78,2,.0256823799552206,.2146528056344515
Japan,jp,jpn,79,2,.0428053791640539,.2140170249714917
Japan,jp,jpn,80,2,.0642060233609802,.1962280314816965
Japan,jp,jpn,81,2,.0059102833544702,.2251313356744006
Japan,jp,jpn,82,2,.041960397187101,.1998583001235233
Japan,jp,jpn,83,2,.243230713904233,.1809443401910554
Japan,jp,jpn,84,2,.0105828444971646,.2045614167650589
Japan,jp,jpn,85,2,.0343828561604844,.2121691878024481
Japan,jp,jpn,86,2,.0720248049075561,.2156795181726788
Japan,jp,jpn,87,2,.0394971824073261,.2217453967214572
Japan,jp,jpn,88,2,.0929948571863847,.2104401075306249
Japan,jp,jpn,89,2,.1488102916097111,.1739229077701224
Japan,jp,jpn,90,2,.0278036550499115,.2162415937613379
Japan,jp,jpn,91,2,.0094133947619904,.2376771257615836
Japan,jp,jpn,92,2,.0652318231463608,.2008495977028558
Japan,jp,jpn,93,2,.0515496984105677,.2375758631995684
Japan,jp,jpn,94,2,.0597141831439859,.2123992051002323
Japan,jp,jpn,95,2,.0254424699971153,.2153573103852947
Japan,jp,jpn,96,2,.0370040150276123,.2348345130459597
Japan,jp,jpn,97,2,.0935888544807066,.2094050728201303
Japan,jp,jpn,98,2,.0351308121446519,.2229354543714019
Japan,jp,jpn,99,2,.0518219733251841,.1729783328189195
Japan,jp,jpn,100,2,.089055810362623,.2181902142476338
United Kingdom,uk,gbr,1,1,.090091591529414,.0794572213081433
United Kingdom,uk,gbr,2,1,.041967344057723,.0926953107941325
United Kingdom,uk,gbr,3,1,.050085836291817,.0969713484533606
United Kingdom,uk,gbr,4,1,.037403324488517,.1039485299001419
United Kingdom,uk,gbr,5,1,.0479125154802619,.1069592645163183
United Kingdom,uk,gbr,6,1,.0474654195462705,.1102453739825217
United Kingdom,uk,gbr,7,1,.0444359132152427,.1117095469617335
United Kingdom,uk,gbr,8,1,.0539398363092655,.1116972583287011
United Kingdom,uk,gbr,9,1,.0528420151202467,.1140938750447212
United Kingdom,uk,gbr,10,1,.0623572747676849,.1139796464493581
United Kingdom,uk,gbr,1,2,.090091591529414,.0794572213081433
United Kingdom,uk,gbr,2,2,.,.
United Kingdom,uk,gbr,3,2,.,.
United Kingdom,uk,gbr,4,2,.,.
United Kingdom,uk,gbr,5,2,.,.
United Kingdom,uk,gbr,6,2,.,.
United Kingdom,uk,gbr,7,2,.,.
United Kingdom,uk,gbr,8,2,.,.
United Kingdom,uk,gbr,9,2,.,.
United Kingdom,uk,gbr,10,2,.,.
United Kingdom,uk,gbr,11,2,.,.
United Kingdom,uk,gbr,12,2,.0502176756769204,.0864962022207292
United Kingdom,uk,gbr,13,2,.0461674632813059,.0838487020101663
United Kingdom,uk,gbr,14,2,.0335342834837738,.0943557111558633
United Kingdom,uk,gbr,15,2,.0389934713133619,.0931916891737308
United Kingdom,uk,gbr,16,2,.0374715259526863,.0903184285438739
United Kingdom,uk,gbr,17,2,.033419010756149,.0934330732377369
United Kingdom,uk,gbr,18,2,.071990518851436,.0868183952578125
United Kingdom,uk,gbr,19,2,.0300410618789017,.1009937855879569
United Kingdom,uk,gbr,20,2,.0366256197433721,.1035712391103584
United Kingdom,uk,gbr,21,2,.0841287181239742,.0855352384204555
