cname,iso2,iso3,group,grtype,abhlth,xbhlth
France,fr,fra,76,2,.0196638563495932,.1116418132157894
France,fr,fra,77,2,.019537531589727,.111592418753491
France,fr,fra,78,2,.025277674101768,.1027272178353957
France,fr,fra,79,2,.0224232807016632,.1034850845718465
France,fr,fra,80,2,.0192545145096859,.1102283795480341
France,fr,fra,81,2,.0240629631453065,.111511150784282
France,fr,fra,82,2,.0227454383769607,.1075055141213855
France,fr,fra,83,2,.0223631842889434,.1131131220602432
France,fr,fra,84,2,.0191091931073877,.1161593227746872
France,fr,fra,85,2,.017839508630654,.1125047103796104
France,fr,fra,86,2,.0222851103305412,.116226279369233
France,fr,fra,87,2,.0247306153177767,.1135997351839422
France,fr,fra,88,2,.020336760919132,.1131181175446128
France,fr,fra,89,2,.0200907385205925,.1179247194988202
France,fr,fra,90,2,.0205463082428423,.1189840071756679
France,fr,fra,91,2,.0203137438701771,.1199571446878229
France,fr,fra,92,2,.0215354066868189,.1186482380355007
France,fr,fra,93,2,.0242004498609244,.1206587306498896
France,fr,fra,94,2,.0213935009467366,.1255298201660956
France,fr,fra,95,2,.0211799250919411,.1170650708201128
France,fr,fra,96,2,.0245815740980141,.1242357377000436
France,fr,fra,97,2,.0223292897318607,.1299459267074026
France,fr,fra,98,2,.0190788097576767,.1330278206900381
France,fr,fra,99,2,.0263148293906546,.1369416678099069
France,fr,fra,100,2,.0303105411863375,.1606056232695499
Sweden,se,swe,1,1,.0446201412307478,.0634866633454188
Sweden,se,swe,2,1,.0540258007203761,.086466076262308
Sweden,se,swe,3,1,.037052563946442,.0943978404759253
Sweden,se,swe,4,1,.0273330239681095,.0854505678200942
Sweden,se,swe,5,1,.0231332991679181,.0795826158236419
Sweden,se,swe,6,1,.0234792063602204,.0731190116525145
Sweden,se,swe,7,1,.0231522764541857,.0756029223009801
Sweden,se,swe,8,1,.0203874003476865,.0804557947812692
Sweden,se,swe,9,1,.0159457850746368,.0920423390354655
Sweden,se,swe,10,1,.0138602246557651,.1000429203546507
Sweden,se,swe,1,2,.0435557398881808,.0616891582398779
Sweden,se,swe,2,2,.,.
Sweden,se,swe,3,2,.,.
Sweden,se,swe,4,2,.,.
Sweden,se,swe,5,2,.,.
Sweden,se,swe,6,2,.0340592338097157,.0411247217888667
Sweden,se,swe,7,2,.0423481588454908,.0592393553442269
Sweden,se,swe,8,2,.0468030378385762,.0686330564477935
Sweden,se,swe,9,2,.0498041356387375,.073515959411364
Sweden,se,swe,10,2,.0493879894415633,.0708560146503428
Sweden,se,swe,11,2,.060158730611736,.0802496855534439
Sweden,se,swe,12,2,.0553731526128309,.0859742005454545
Sweden,se,swe,13,2,.0525791973111561,.081823898250642
Sweden,se,swe,14,2,.0586564274481801,.0889464643509045
Sweden,se,swe,15,2,.0622454663488681,.086235199932154
Sweden,se,swe,16,2,.0564489213839175,.0864334265874891
Sweden,se,swe,17,2,.060167946028634,.0833690282251208
Sweden,se,swe,18,2,.0471532726618469,.0958518401073278
Sweden,se,swe,19,2,.042581276544812,.0911785031113199
Sweden,se,swe,20,2,.045126751164302,.0846163183376193
Sweden,se,swe,21,2,.0464301855519115,.0942980516844922
Sweden,se,swe,22,2,.0451730040535679,.0969619839628595
Sweden,se,swe,23,2,.0398766124729961,.0956380561274805
Sweden,se,swe,24,2,.0380124068760261,.1013334755856588
Sweden,se,swe,25,2,.0422330309900467,.0933276741600749
Sweden,se,swe,26,2,.0332168486874897,.0959960347939061
Sweden,se,swe,27,2,.0322673320575376,.1032027415188734
Sweden,se,swe,28,2,.0294531073178351,.089537965986915
Sweden,se,swe,29,2,.0310889071320931,.0832811883392066
Sweden,se,swe,30,2,.03293289972473,.0903799872501212
Sweden,se,swe,31,2,.0370152608799429,.0851056310527374
Sweden,se,swe,32,2,.0326457645352181,.0906818603713975
Sweden,se,swe,33,2,.0327282436365005,.0879209945082616
Sweden,se,swe,34,2,.0313887142848074,.0855829872650091
Sweden,se,swe,35,2,.0300639702885856,.0872361996979668
Sweden,se,swe,36,2,.0231883437130499,.0810730208555085
Sweden,se,swe,37,2,.0171888362525174,.0831999379071831
Sweden,se,swe,38,2,.026137615696603,.0866576109802193
Sweden,se,swe,39,2,.0182569467813827,.0879846708857039
Sweden,se,swe,40,2,.0248498617726348,.0790929829607128
Sweden,se,swe,41,2,.0222651647327127,.0734899556781908
Sweden,se,swe,42,2,.0305804527504023,.0771095898788694
Sweden,se,swe,43,2,.0268328158747419,.0834011183594091
Sweden,se,swe,44,2,.0170663663003851,.0912250204864883
Sweden,se,swe,45,2,.0275500152036882,.0746824274716985
Sweden,se,swe,46,2,.0211544580946391,.0836688036234898
Sweden,se,swe,47,2,.0234680429098389,.078726258686226
Sweden,se,swe,48,2,.020819671243605,.0766475354485327
Sweden,se,swe,49,2,.0214314380202836,.0802421423317183
Sweden,se,swe,50,2,.0200431470386593,.07663075690015
Sweden,se,swe,51,2,.0256813176521693,.0754853628776405
Sweden,se,swe,52,2,.0230772723698166,.0771034829869818
Sweden,se,swe,53,2,.0259933640593995,.0775372191678497
Sweden,se,swe,54,2,.0273397925219811,.0770040508906509
Sweden,se,swe,55,2,.0263940303069362,.0671185544525072
Sweden,se,swe,56,2,.0201989568567959,.0723276280233106
Sweden,se,swe,57,2,.0221940127871567,.0707501923462492
Sweden,se,swe,58,2,.0199359533183136,.0744269764625252
Sweden,se,swe,59,2,.0184421168368717,.0705761042074783
Sweden,se,swe,60,2,.0254772832896721,.0686542369952261
Sweden,se,swe,61,2,.0180899062819551,.0813020702918539
Sweden,se,swe,62,2,.025032173261048,.0720945159708077
Sweden,se,swe,63,2,.0219593562731255,.0675530328405195
Sweden,se,swe,64,2,.0298552164620566,.0761262885507337
Sweden,se,swe,65,2,.0263378024608505,.0728636335659787
Sweden,se,swe,66,2,.0237494751535636,.0670748411542304
Sweden,se,swe,67,2,.0187320885370444,.0801317632197232
Sweden,se,swe,68,2,.022120564898239,.0741150739899276
Sweden,se,swe,69,2,.0227144447751919,.0843118553320889
Sweden,se,swe,70,2,.0229661150307507,.080328453580476
Sweden,se,swe,71,2,.0213922576230331,.0761203743910898
Sweden,se,swe,72,2,.0169221776902408,.0769635160393354
Sweden,se,swe,73,2,.025226964822837,.0767720067614567
Sweden,se,swe,74,2,.0176731269647791,.0818334829129638
Sweden,se,swe,75,2,.0288692490380859,.0920892104220362
Sweden,se,swe,76,2,.0200850890223107,.0837185888569832
Sweden,se,swe,77,2,.0197803946549755,.0778579182738981
Sweden,se,swe,78,2,.016928445921865,.070787937101299
Sweden,se,swe,79,2,.0222584166736324,.0868543118914393
Sweden,se,swe,80,2,.0147625098958052,.0814982634650902
Sweden,se,swe,81,2,.0212726160878167,.0840521353557051
Sweden,se,swe,82,2,.01688555556317,.0973401025387442
Sweden,se,swe,83,2,.018637515482489,.0892300082072532
Sweden,se,swe,84,2,.015483035730626,.0933192682186518
Sweden,se,swe,85,2,.0156667533876881,.0871338608611294
Sweden,se,swe,86,2,.0124222171935844,.0958977735434367
Sweden,se,swe,87,2,.0110996531495939,.0974370649472825
Sweden,se,swe,88,2,.0139642063173086,.098755663502411
Sweden,se,swe,89,2,.0176248235774776,.0905925489612579
Sweden,se,swe,90,2,.0163940842385991,.0867050001940981
Sweden,se,swe,91,2,.0163597489655826,.0972402444871974
Sweden,se,swe,92,2,.015376601376843,.0932248285671863
Sweden,se,swe,93,2,.0113962081523895,.1028558417267814
Sweden,se,swe,94,2,.0162989597416504,.0975194739620542
Sweden,se,swe,95,2,.0141875391850826,.0959992495602642
Sweden,se,swe,96,2,.0111560743733571,.1039221390845407
Sweden,se,swe,97,2,.0090730623080934,.1065411646224644
Sweden,se,swe,98,2,.013677008656846,.0991885915631991
Sweden,se,swe,99,2,.0151524900574698,.0994616419492868
Sweden,se,swe,100,2,.0159666553141428,.1044845893048058
South Korea,kr,kor,1,1,.2970784413155303,.4454724552442778
South Korea,kr,kor,2,1,.1944020053793776,.4505607680934285
South Korea,kr,kor,3,1,.1194772260174483,.3895155229243961
South Korea,kr,kor,4,1,.0887478200341146,.3496136880006724
South Korea,kr,kor,5,1,.0649130647275803,.3467415375256609
South Korea,kr,kor,6,1,.052679538756354,.3298834428435679
South Korea,kr,kor,7,1,.0404410808722843,.3293415929203342
South Korea,kr,kor,8,1,.0321994779760456,.3290759661902077
South Korea,kr,kor,9,1,.0278631546599431,.3220055734099118
South Korea,kr,kor,10,1,.0259702917945002,.3214213385648905
South Korea,kr,kor,1,2,.2105477141876433,.3250177460420869
South Korea,kr,kor,2,2,.3242766863823908,.4524630408676167
South Korea,kr,kor,3,2,.3199623566520036,.4397044923861226
South Korea,kr,kor,4,2,.3499118208093557,.4533105014734901
South Korea,kr,kor,5,2,.3418344058471072,.4632182594179868
South Korea,kr,kor,6,2,.3151739899486185,.47632104352773
South Korea,kr,kor,7,2,.2902088139939678,.4737210832631748
South Korea,kr,kor,8,2,.2719796967415471,.4629376885650585
South Korea,kr,kor,9,2,.2927532422391531,.4543844363355634
South Korea,kr,kor,10,2,.2549105856500832,.4546306908905402
South Korea,kr,kor,11,2,.242549926379219,.4771024355837362
South Korea,kr,kor,12,2,.2147810107266435,.4714375889287783
South Korea,kr,kor,13,2,.2130497547004133,.4663134247399114
South Korea,kr,kor,14,2,.2060103151890401,.4200754548727139
South Korea,kr,kor,15,2,.1912279796082345,.4858790530329565
South Korea,kr,kor,16,2,.2183837465881276,.4525982407846657
South Korea,kr,kor,17,2,.1830228379154118,.4512511725496145
South Korea,kr,kor,18,2,.1617222030139403,.4299805856001648
South Korea,kr,kor,19,2,.1546178267989854,.4318037242530694
South Korea,kr,kor,20,2,.1589897976276658,.4194183485832694
South Korea,kr,kor,21,2,.1459764386789314,.3876673747853689
South Korea,kr,kor,22,2,.1315618323432629,.3976165446284066
South Korea,kr,kor,23,2,.1366822153281429,.4021439084709215
South Korea,kr,kor,24,2,.1237361600403321,.4036436600410017
South Korea,kr,kor,25,2,.128456559280694,.3781724290889061
South Korea,kr,kor,26,2,.102701617798681,.3983982606954719
South Korea,kr,kor,27,2,.1062071913251951,.3876429972081664
South Korea,kr,kor,28,2,.1035995959329406,.3912665750151539
South Korea,kr,kor,29,2,.1087584562758331,.365861075558608
South Korea,kr,kor,30,2,.1070479349664612,.3827152908101827
South Korea,kr,kor,31,2,.0857567484032353,.350324066235941
South Korea,kr,kor,32,2,.0841923542919913,.3542907089371245
South Korea,kr,kor,33,2,.0814680861371943,.3297294780625862
South Korea,kr,kor,34,2,.0918833051606953,.3378120458539196
South Korea,kr,kor,35,2,.0948360051122612,.3519963730525724
South Korea,kr,kor,36,2,.0899058821684264,.3558818592709441
South Korea,kr,kor,37,2,.0924363743112053,.368599222549304
South Korea,kr,kor,38,2,.0929392688362559,.3558609688134653
South Korea,kr,kor,39,2,.0896757530579235,.339822115740997
South Korea,kr,kor,40,2,.0843508430084583,.3518756259790244
South Korea,kr,kor,41,2,.0611223067710183,.3395215402448382
South Korea,kr,kor,42,2,.0660395204940475,.344528201794654
South Korea,kr,kor,43,2,.0715919821414685,.3398156049104542
South Korea,kr,kor,44,2,.0743072811786231,.3961493194169677
South Korea,kr,kor,45,2,.0787256785570336,.3436723803292004
South Korea,kr,kor,46,2,.0653552421027242,.3341730099730752
South Korea,kr,kor,47,2,.0668699985127793,.3624269119314026
South Korea,kr,kor,48,2,.0555515628834102,.3369553272314746
South Korea,kr,kor,49,2,.0611891979770913,.3247885817543263
South Korea,kr,kor,50,2,.0484608939921835,.3448198977336775
South Korea,kr,kor,51,2,.0616918134532906,.3344750273435992
South Korea,kr,kor,52,2,.0677332103246071,.3315062260595653
South Korea,kr,kor,53,2,.0689166947898747,.3496724227560756
South Korea,kr,kor,54,2,.0445031085989788,.3167639614478497
South Korea,kr,kor,55,2,.0454176731503267,.3411619567984759
South Korea,kr,kor,56,2,.0537506785039405,.327765453498182
South Korea,kr,kor,57,2,.0430238784890537,.3243281081726846
South Korea,kr,kor,58,2,.0350477619624343,.3075304973433448
South Korea,kr,kor,59,2,.0553884328301405,.3172328297623877
South Korea,kr,kor,60,2,.0512713140388421,.3481487357382109
South Korea,kr,kor,61,2,.0483367780911044,.314036793152397
South Korea,kr,kor,62,2,.0412550354536652,.3258536205544985
South Korea,kr,kor,63,2,.045856471235942,.3196164372330387
South Korea,kr,kor,64,2,.0449178607852718,.3129448794144665
South Korea,kr,kor,65,2,.0426819893072247,.3287230650743797
South Korea,kr,kor,66,2,.0445928382970362,.35620348200356
South Korea,kr,kor,67,2,.0360915160790444,.3153822727836015
South Korea,kr,kor,68,2,.0266137509831614,.3371881620277851
South Korea,kr,kor,69,2,.0396873301320882,.3386036965829536
South Korea,kr,kor,70,2,.0343808012360193,.3442525518732816
South Korea,kr,kor,71,2,.0427815795593976,.3667612681679077
South Korea,kr,kor,72,2,.0345883266207944,.3380484517074141
South Korea,kr,kor,73,2,.0386531249049707,.3499015077613
South Korea,kr,kor,74,2,.0285633318758363,.3288321326451104
South Korea,kr,kor,75,2,.0267345811710469,.3402182016928627
South Korea,kr,kor,76,2,.0309345076011537,.3045644287020527
South Korea,kr,kor,77,2,.0277742159059489,.3262312610806437
South Korea,kr,kor,78,2,.0285667578624273,.3129860681994858
South Korea,kr,kor,79,2,.033634781550052,.322640472702994
South Korea,kr,kor,80,2,.0297147569691846,.3007423637643421
South Korea,kr,kor,81,2,.0230500560288658,.326803856221582
South Korea,kr,kor,82,2,.0343020282334262,.31784842823655
South Korea,kr,kor,83,2,.0182077227048307,.3282962363773136
South Korea,kr,kor,84,2,.0270495088196705,.3045442773149904
South Korea,kr,kor,85,2,.0298992984316486,.3227864199152242
South Korea,kr,kor,86,2,.0333054574216839,.3104863431296248
South Korea,kr,kor,87,2,.026466032029962,.327490205403692
South Korea,kr,kor,88,2,.0411908783265187,.3341489688987024
South Korea,kr,kor,89,2,.0220089423300785,.3197449927700304
South Korea,kr,kor,90,2,.0233064585188092,.3281514395565653
South Korea,kr,kor,91,2,.0233432588596746,.3236205702147514
South Korea,kr,kor,92,2,.0217761579437723,.3189102499527353
South Korea,kr,kor,93,2,.0220022795940627,.3171322755111194
South Korea,kr,kor,94,2,.0250364552449065,.3098635113750194
South Korea,kr,kor,95,2,.0281418873859131,.306661634640779
South Korea,kr,kor,96,2,.0242945975632448,.3254470813201057
South Korea,kr,kor,97,2,.0184650773197512,.3225219016751408
South Korea,kr,kor,98,2,.0247103758034427,.3204633202958126
South Korea,kr,kor,99,2,.035875173591565,.3210133881144724
South Korea,kr,kor,100,2,.0360332414868914,.3486069418591504
Japan,jp,jpn,1,1,.0654859521159547,.3403008480050227
Japan,jp,jpn,2,1,.0662678835738474,.3447204602590963
Japan,jp,jpn,3,1,.0485028976927027,.3567297998865046
Japan,jp,jpn,4,1,.0518933591317353,.3303273785318522
Japan,jp,jpn,5,1,.0335458120544512,.3304333921564633
Japan,jp,jpn,6,1,.0181570729852467,.3402889266005495
Japan,jp,jpn,7,1,.0201689531939673,.3074898085830223
Japan,jp,jpn,8,1,.0182557364848006,.3116953982173111
Japan,jp,jpn,9,1,.0200732742197203,.2959387485627207
Japan,jp,jpn,10,1,.0207456401172633,.3071182077085296
Japan,jp,jpn,1,2,.0648014777447047,.302926139862052
Japan,jp,jpn,2,2,.0448552176511865,.3768956024854919
Japan,jp,jpn,3,2,.0800419359708845,.3255022648623748
Japan,jp,jpn,4,2,.0462634380538511,.4044709419302387
Japan,jp,jpn,5,2,.0942482945646019,.336737785692796
Japan,jp,jpn,6,2,.0903766967933223,.3318078859863499
Japan,jp,jpn,7,2,.0346740884441616,.3504854646072278
Japan,jp,jpn,8,2,.07514305137212,.3264777188006038
Japan,jp,jpn,9,2,.0658618965922537,.3300265875265823
Japan,jp,jpn,10,2,.0627859903320633,.3151200144755258
Japan,jp,jpn,11,2,.0823910753931877,.3159988537044501
Japan,jp,jpn,12,2,.0733354648719115,.3267526409617514
Japan,jp,jpn,13,2,.0814147922000575,.3010564984255991
Japan,jp,jpn,14,2,.0345681504153419,.3707688143252161
Japan,jp,jpn,15,2,.0625331195649144,.3880513291102652
Japan,jp,jpn,16,2,.0662398165342067,.3691148186321174
Japan,jp,jpn,17,2,.042177108779466,.3284902580156156
Japan,jp,jpn,18,2,.0343207947535449,.3755792907613298
Japan,jp,jpn,19,2,.1326600449299621,.282287448325521
Japan,jp,jpn,20,2,.0449748222223322,.3916628701589645
Japan,jp,jpn,21,2,.0222971304754628,.4634307647005818
Japan,jp,jpn,22,2,.0677056057330872,.3423458630698701
Japan,jp,jpn,23,2,.0587618054769682,.3605994425543734
Japan,jp,jpn,24,2,.0537365586940984,.3125650944920133
Japan,jp,jpn,25,2,.0336097602202826,.367817252505129
Japan,jp,jpn,26,2,.0841926586076456,.2718533450383854
Japan,jp,jpn,27,2,.0381584024501716,.3892888576162608
Japan,jp,jpn,28,2,.0268438415412595,.3735929654891664
Japan,jp,jpn,29,2,.0609131315831834,.3378397837974053
Japan,jp,jpn,30,2,.0431071237386212,.3398021236113526
Japan,jp,jpn,31,2,.0904967920521718,.3191922726167279
Japan,jp,jpn,32,2,.0578460013917606,.2742574067651948
Japan,jp,jpn,33,2,.0868638356190628,.3050428908077426
Japan,jp,jpn,34,2,.0429645493064787,.3578887795020484
Japan,jp,jpn,35,2,.0403906050785766,.3802196563751585
Japan,jp,jpn,36,2,.0677755519032757,.3278539681356232
Japan,jp,jpn,37,2,.0393240013101537,.330330240777307
Japan,jp,jpn,38,2,.0118394093856777,.3001833178667841
Japan,jp,jpn,39,2,.0370738027070395,.3567057525569179
Japan,jp,jpn,40,2,.0212486300338068,.3505367305997563
Japan,jp,jpn,41,2,.065052586015368,.2519940258426508
Japan,jp,jpn,42,2,.0185231655031933,.3573869335208681
Japan,jp,jpn,43,2,.0596569291852087,.306833688714636
Japan,jp,jpn,44,2,.0390416764518148,.3455141236758756
Japan,jp,jpn,45,2,.0152236975250799,.3617537737189974
Japan,jp,jpn,46,2,.0348745098702222,.3206321395168012
Japan,jp,jpn,47,2,.0242781372223228,.3881004207798993
Japan,jp,jpn,48,2,.0350490676702174,.326766520825455
Japan,jp,jpn,49,2,.0110354123091213,.3435945954198746
Japan,jp,jpn,50,2,.0293154131307724,.3124287585784946
Japan,jp,jpn,51,2,.014584041347359,.2807179732125483
Japan,jp,jpn,52,2,.0203720630086787,.3082309014862391
Japan,jp,jpn,53,2,.0095137279868225,.3881758605168611
Japan,jp,jpn,54,2,.0262743886323612,.3360462524409745
Japan,jp,jpn,55,2,.0156400419390137,.3253700698976986
Japan,jp,jpn,56,2,.0281125164383838,.3274961265470958
Japan,jp,jpn,57,2,.0184658580940864,.3388071139035762
Japan,jp,jpn,58,2,.0203964053403418,.3396444108553445
Japan,jp,jpn,59,2,.0216915795863927,.3601315645321754
Japan,jp,jpn,60,2,.0048081688931965,.386819660892206
Japan,jp,jpn,61,2,.0315767548109451,.2801092516122886
Japan,jp,jpn,62,2,.0392830201110644,.3266718119363538
Japan,jp,jpn,63,2,.0221528894432241,.3187904399532098
Japan,jp,jpn,64,2,.0121482528061256,.3638871874269275
Japan,jp,jpn,65,2,.0260491769244183,.2449070915174363
Japan,jp,jpn,66,2,.0082354761864743,.3822011514380849
Japan,jp,jpn,67,2,.0151882569804694,.2764422533091905
Japan,jp,jpn,68,2,.0084300793455195,.2976216387590782
Japan,jp,jpn,69,2,.0146843691345923,.3250210073060119
Japan,jp,jpn,70,2,.025403348317496,.2623835504059502
Japan,jp,jpn,71,2,.0221452832207866,.3095489273203265
Japan,jp,jpn,72,2,.0331833576658196,.3335608071399813
Japan,jp,jpn,73,2,.0195321157241199,.3273585013567321
Japan,jp,jpn,74,2,.0145580423333848,.316521849246194
Japan,jp,jpn,75,2,.0166030646239638,.3545216501252655
Japan,jp,jpn,76,2,.01509589640829,.3235065802909801
Japan,jp,jpn,77,2,.0155799785186215,.2841075926809223
Japan,jp,jpn,78,2,.0195503648296529,.2592672751992487
Japan,jp,jpn,79,2,.0052031766283086,.3120657285469164
Japan,jp,jpn,80,2,.0149074226442952,.2908662216937874
Japan,jp,jpn,81,2,.011624779954935,.3134980593001886
Japan,jp,jpn,82,2,.0106720948237993,.2898746013100498
Japan,jp,jpn,83,2,.0358163186468595,.2862220175481323
Japan,jp,jpn,84,2,.0127390718665429,.3076592616824359
Japan,jp,jpn,85,2,.0266612655388681,.2768373798079392
Japan,jp,jpn,86,2,.0143710126224462,.279625711672324
Japan,jp,jpn,87,2,.0169511339269772,.3151824780338982
Japan,jp,jpn,88,2,.0333963791684972,.3002786831453115
Japan,jp,jpn,89,2,.0222981765815648,.269570223361416
Japan,jp,jpn,90,2,.015348664243812,.321637560887529
Japan,jp,jpn,91,2,.0105373853838451,.3051405842279524
Japan,jp,jpn,92,2,.0079280840521125,.2956220636956412
Japan,jp,jpn,93,2,.0147955648478939,.2978458941792986
Japan,jp,jpn,94,2,.0346832089723393,.3204913062261865
Japan,jp,jpn,95,2,.0228982993271974,.3138069956544594
Japan,jp,jpn,96,2,.0133560927347373,.3365605941498763
Japan,jp,jpn,97,2,.0162391257553015,.3121096248434623
Japan,jp,jpn,98,2,.0209915661855177,.3265180420425016
Japan,jp,jpn,99,2,.041875603717481,.2537293391165862
Japan,jp,jpn,100,2,.0234012614289661,.3122507778142163
United Kingdom,uk,gbr,1,1,.0661745350702195,.1169477229655084
United Kingdom,uk,gbr,2,1,.0688301214836063,.1562984184333277
United Kingdom,uk,gbr,3,1,.0472752081255649,.1494872380284148
United Kingdom,uk,gbr,4,1,.0360953518608981,.1422174206930235
United Kingdom,uk,gbr,5,1,.0314035246903651,.1442126161998518
United Kingdom,uk,gbr,6,1,.0265078087356176,.1356928385505602
United Kingdom,uk,gbr,7,1,.0194827463991724,.1318889208278891
United Kingdom,uk,gbr,8,1,.0169702861628233,.1280875334950053
United Kingdom,uk,gbr,9,1,.0165732373440634,.1290565491979418
United Kingdom,uk,gbr,10,1,.0137450381975413,.1282563423949977
United Kingdom,uk,gbr,1,2,.0661745350702195,.1169477229655084
United Kingdom,uk,gbr,2,2,.,.
United Kingdom,uk,gbr,3,2,.,.
United Kingdom,uk,gbr,4,2,.,.
United Kingdom,uk,gbr,5,2,.,.
United Kingdom,uk,gbr,6,2,.,.
United Kingdom,uk,gbr,7,2,.,.
United Kingdom,uk,gbr,8,2,.,.
United Kingdom,uk,gbr,9,2,.,.
United Kingdom,uk,gbr,10,2,.,.
United Kingdom,uk,gbr,11,2,.,.
United Kingdom,uk,gbr,12,2,.0815924548901584,.1474008376888233
United Kingdom,uk,gbr,13,2,.080991400811176,.1482571571543111
United Kingdom,uk,gbr,14,2,.0614150770986397,.1580559320182328
United Kingdom,uk,gbr,15,2,.0768179844490884,.1644869452718672
United Kingdom,uk,gbr,16,2,.0703278417502623,.1495105419119305
United Kingdom,uk,gbr,17,2,.0643057970286657,.1669479774771593
United Kingdom,uk,gbr,18,2,.0678206420057275,.1503229224162574
United Kingdom,uk,gbr,19,2,.0517606730742453,.1575991594312229
United Kingdom,uk,gbr,20,2,.0663414056420347,.1630911863293109
United Kingdom,uk,gbr,21,2,.0619340496203497,.1392871250538407
