cname,iso2,iso3,group,grtype,aunemp,xunemp
France,fr,fra,64,2,.025519930576305,.121410614306092
France,fr,fra,65,2,.0312390998302326,.1176178202387295
France,fr,fra,66,2,.0313478525424929,.1224639906812806
France,fr,fra,67,2,.0302165491698786,.1250077249424662
France,fr,fra,68,2,.0227480655250985,.1241164086089825
France,fr,fra,69,2,.0246131301691676,.1229527175191165
France,fr,fra,70,2,.025156393815496,.1271837770756644
France,fr,fra,71,2,.0270135878828278,.1299609728778408
France,fr,fra,72,2,.0250492159534421,.1306128537913464
France,fr,fra,73,2,.0246448642871321,.1293337699454494
France,fr,fra,74,2,.0254208360515757,.1317859743215126
France,fr,fra,75,2,.021840263910392,.1301064086565968
France,fr,fra,76,2,.0183980408320258,.1369884677102041
France,fr,fra,77,2,.0200094203923254,.1348891726183059
France,fr,fra,78,2,.0264298804130924,.1262186802641368
France,fr,fra,79,2,.0231521862291502,.1289885773424433
France,fr,fra,80,2,.0220091402199997,.1281847271195505
France,fr,fra,81,2,.0213920281290872,.130975917588715
France,fr,fra,82,2,.0221191423647109,.1270409052880069
France,fr,fra,83,2,.0187854013617534,.1315622225173916
France,fr,fra,84,2,.018942313460221,.1363512259597018
France,fr,fra,85,2,.0188406125577101,.1318335098958019
France,fr,fra,86,2,.0221903581859211,.1280330012941063
France,fr,fra,87,2,.0180779058025174,.129775884234186
France,fr,fra,88,2,.0189003350820095,.1299843393155478
France,fr,fra,89,2,.0182113182320161,.1382127370245452
France,fr,fra,90,2,.0178823496759311,.1349892917829058
France,fr,fra,91,2,.0191870122164481,.1393432891102129
France,fr,fra,92,2,.0185446824214405,.1305305614975239
France,fr,fra,93,2,.0179691009508903,.1264272797321536
France,fr,fra,94,2,.0152767953448494,.1242818268409737
France,fr,fra,95,2,.0157931178344294,.1341846939924543
France,fr,fra,96,2,.0193228345441244,.123655909094642
France,fr,fra,97,2,.0151941050737234,.1214256729065807
France,fr,fra,98,2,.0142643883702291,.1291854417862162
France,fr,fra,99,2,.0145463224889091,.1153197276028754
France,fr,fra,100,2,.011522865179613,.1030546409240941
Sweden,se,swe,1,1,.0412304257734739,.0601549574825589
Sweden,se,swe,2,1,.0147945897858977,.0280274501001713
Sweden,se,swe,3,1,.0172944860293308,.038964163625699
Sweden,se,swe,4,1,.0230783105869003,.0653365792183038
Sweden,se,swe,5,1,.0227526977544696,.0836765043996852
Sweden,se,swe,6,1,.0293081964156911,.0875165831876212
Sweden,se,swe,7,1,.0277973394646715,.0916701663117621
Sweden,se,swe,8,1,.0233878509889174,.094945555766086
Sweden,se,swe,9,1,.0139272648861896,.0998372950641098
Sweden,se,swe,10,1,.0103941191078659,.1016358538510641
Sweden,se,swe,1,2,.042668430791696,.0601165736631727
Sweden,se,swe,2,2,.,.
Sweden,se,swe,3,2,.,.
Sweden,se,swe,4,2,.,.
Sweden,se,swe,5,2,.,.
Sweden,se,swe,6,2,.0678667326299148,.0794994704878205
Sweden,se,swe,7,2,.0492336822035715,.0667200396108238
Sweden,se,swe,8,2,.0348651497354842,.0642411778419264
Sweden,se,swe,9,2,.0305210478307269,.0596718226009444
Sweden,se,swe,10,2,.0324842710257803,.0429330096080737
Sweden,se,swe,11,2,.0180687526836449,.0278019315417875
Sweden,se,swe,12,2,.0136694227794975,.0243609799451752
Sweden,se,swe,13,2,.0162273002389721,.0390382959489081
Sweden,se,swe,14,2,.0104767644730278,.0241291511143556
Sweden,se,swe,15,2,.0122153176732916,.0167647082492857
Sweden,se,swe,16,2,.0121777434511303,.0272328255979746
Sweden,se,swe,17,2,.013145258291098,.0173587231080086
Sweden,se,swe,18,2,.0120947644024944,.0285352503155153
Sweden,se,swe,19,2,.0198104611353144,.0348011098484755
Sweden,se,swe,20,2,.0199333798307631,.0398826431269893
Sweden,se,swe,21,2,.0173997690584048,.0266745846948759
Sweden,se,swe,22,2,.0081818010589312,.0276655263726277
Sweden,se,swe,23,2,.0153117537374349,.0300128307093222
Sweden,se,swe,24,2,.0148996832145709,.0334190813856325
Sweden,se,swe,25,2,.0160077872478025,.0365616762636366
Sweden,se,swe,26,2,.0187769493409972,.0432742398175796
Sweden,se,swe,27,2,.0138026629295962,.0319152727541495
Sweden,se,swe,28,2,.019708442997975,.0505382222862724
Sweden,se,swe,29,2,.0282818608364106,.0558445804344139
Sweden,se,swe,30,2,.0204960175130026,.0535646100956815
Sweden,se,swe,31,2,.0199324575570293,.0480469894786754
Sweden,se,swe,32,2,.0217365171992773,.0498808795533685
Sweden,se,swe,33,2,.026652034733384,.0605378474955689
Sweden,se,swe,34,2,.021425769850122,.0540102102377973
Sweden,se,swe,35,2,.0276494329555508,.0580679703328927
Sweden,se,swe,36,2,.0288059462871544,.0685334203760369
Sweden,se,swe,37,2,.0172001011248255,.081012116076226
Sweden,se,swe,38,2,.0245873009141956,.067367061166394
Sweden,se,swe,39,2,.0174562049571528,.0746053739223603
Sweden,se,swe,40,2,.025356302042717,.0909299456340505
Sweden,se,swe,41,2,.029009643841017,.0792713422943055
Sweden,se,swe,42,2,.0205301973822524,.0716432649993721
Sweden,se,swe,43,2,.0232568656739935,.0732503053238871
Sweden,se,swe,44,2,.0154724440459207,.0848300076078828
Sweden,se,swe,45,2,.0294336738675089,.0809425351737645
Sweden,se,swe,46,2,.0214420126972818,.0894376407721638
Sweden,se,swe,47,2,.0243921529010276,.0858750232889718
Sweden,se,swe,48,2,.0239481200491262,.0968345973918291
Sweden,se,swe,49,2,.016391335251201,.0884636824033685
Sweden,se,swe,50,2,.0235194821311204,.086492995003931
Sweden,se,swe,51,2,.0311507034030795,.0803297791933353
Sweden,se,swe,52,2,.0197757045647518,.0917607673058314
Sweden,se,swe,53,2,.0252170572916578,.0757950238976609
Sweden,se,swe,54,2,.027105527314111,.0804765081550305
Sweden,se,swe,55,2,.037608983159292,.0835196348943812
Sweden,se,swe,56,2,.0307333325622435,.0888218856232802
Sweden,se,swe,57,2,.034859502699172,.0954824550688882
Sweden,se,swe,58,2,.0287500692724379,.097656875907839
Sweden,se,swe,59,2,.0241874344181847,.0905126927418888
Sweden,se,swe,60,2,.0336894382023942,.0906874847507485
Sweden,se,swe,61,2,.0282019179674033,.1024170640715252
Sweden,se,swe,62,2,.0287500572471181,.0841358909178882
Sweden,se,swe,63,2,.0326918993879937,.0967194409862751
Sweden,se,swe,64,2,.0313079151407502,.0912133739224356
Sweden,se,swe,65,2,.0301926665372679,.0816317501409792
Sweden,se,swe,66,2,.0346616180241042,.0928189128613095
Sweden,se,swe,67,2,.0254571284850513,.0975628465607026
Sweden,se,swe,68,2,.0236833511626485,.0853518014417951
Sweden,se,swe,69,2,.0240721352302203,.0933396238831782
Sweden,se,swe,70,2,.0189964580944101,.0914829515384973
Sweden,se,swe,71,2,.0267194737008977,.0915354832234154
Sweden,se,swe,72,2,.029737198413869,.1035245126494017
Sweden,se,swe,73,2,.0231672880370827,.0865849388174603
Sweden,se,swe,74,2,.0197938597566649,.0942841601580948
Sweden,se,swe,75,2,.0224724376520534,.0839095002306459
Sweden,se,swe,76,2,.017858107941021,.1009047706921324
Sweden,se,swe,77,2,.0290580859779495,.1027625784400944
Sweden,se,swe,78,2,.0274641074655518,.0905613845370799
Sweden,se,swe,79,2,.0192962349203565,.0944036996310415
Sweden,se,swe,80,2,.0181712295837897,.1008172667362681
Sweden,se,swe,81,2,.0213278822946887,.0975262319636443
Sweden,se,swe,82,2,.0130088375577307,.0909850653451138
Sweden,se,swe,83,2,.014246715087078,.0997709618338933
Sweden,se,swe,84,2,.0124685374635238,.098040759995887
Sweden,se,swe,85,2,.0140851636963565,.100740358115866
Sweden,se,swe,86,2,.0122814002463669,.1066542236888157
Sweden,se,swe,87,2,.0082449208441501,.0987591056188012
Sweden,se,swe,88,2,.0097787655277151,.1091516665464126
Sweden,se,swe,89,2,.0173284850895523,.0977556817826204
Sweden,se,swe,90,2,.0164543785427834,.0987843799747005
Sweden,se,swe,91,2,.0111325235689491,.0940127167220574
Sweden,se,swe,92,2,.0143231528861666,.0947677826322038
Sweden,se,swe,93,2,.009255386505577,.1096459473194372
Sweden,se,swe,94,2,.0129982644536885,.0976370384932576
Sweden,se,swe,95,2,.0102580665421895,.0971890328453784
Sweden,se,swe,96,2,.0069496085270464,.1107542819467265
Sweden,se,swe,97,2,.0077292470512938,.1114701626742009
Sweden,se,swe,98,2,.0101742097566252,.1025223889802113
Sweden,se,swe,99,2,.0119851808914889,.1008136096029118
Sweden,se,swe,100,2,.0091830608383481,.0973990375383972
South Korea,kr,kor,1,1,.0069295946383229,.0166273101992692
South Korea,kr,kor,2,1,.0044355171840096,.0260927034329876
South Korea,kr,kor,3,1,.0045931277637506,.0359830904016813
South Korea,kr,kor,4,1,.0042907967094472,.0397948502143554
South Korea,kr,kor,5,1,.004284939713588,.0455611767525653
South Korea,kr,kor,6,1,.0036013058365797,.049194587537925
South Korea,kr,kor,7,1,.0032892848703501,.0505540810292581
South Korea,kr,kor,8,1,.0028701007118984,.0551739399134071
South Korea,kr,kor,9,1,.0026189785062651,.0590206265388707
South Korea,kr,kor,10,1,.0022429987668254,.059312633876929
South Korea,kr,kor,1,2,.0100506944548326,.0229363348482206
South Korea,kr,kor,2,2,.0070690877804673,.0158973456758752
South Korea,kr,kor,3,2,.007014120406254,.0149660040828029
South Korea,kr,kor,4,2,.0085170721713326,.0144416770729641
South Korea,kr,kor,5,2,.0063575631682433,.0131560545830863
South Korea,kr,kor,6,2,.0063893192505564,.0159301604704713
South Korea,kr,kor,7,2,.0056023499484945,.0166602215414614
South Korea,kr,kor,8,2,.0064908708139097,.0167006275534141
South Korea,kr,kor,9,2,.0059218442480277,.0163418045174382
South Korea,kr,kor,10,2,.0058492580770257,.0191484021257067
South Korea,kr,kor,11,2,.0043261684641572,.0206829837698078
South Korea,kr,kor,12,2,.0044624717567906,.0238689997503204
South Korea,kr,kor,13,2,.0040045003428616,.0215939211522824
South Korea,kr,kor,14,2,.0072307959372693,.0254851484101567
South Korea,kr,kor,15,2,.0037511861114407,.0272926382292972
South Korea,kr,kor,16,2,.0043407754746822,.0241808873201721
South Korea,kr,kor,17,2,.0043531401838211,.027414517036296
South Korea,kr,kor,18,2,.0047642032825085,.0296135825082323
South Korea,kr,kor,19,2,.0036216949340773,.0318104889770978
South Korea,kr,kor,20,2,.0034863654303705,.0289425233516329
South Korea,kr,kor,21,2,.0039544604738735,.0323425387883592
South Korea,kr,kor,22,2,.0041545115756399,.0319754575336682
South Korea,kr,kor,23,2,.0036731021843207,.033755298369011
South Korea,kr,kor,24,2,.0048164467103759,.0355101698129737
South Korea,kr,kor,25,2,.0051851962460706,.0351976580966227
South Korea,kr,kor,26,2,.0045478989232489,.0393743577393848
South Korea,kr,kor,27,2,.0066347206391135,.0391671954276955
South Korea,kr,kor,28,2,.0033875652244595,.0392983614777215
South Korea,kr,kor,29,2,.0047618910355035,.0366191037010924
South Korea,kr,kor,30,2,.0048025543963902,.0365752807172336
South Korea,kr,kor,31,2,.0036046917650038,.0382447360527357
South Korea,kr,kor,32,2,.0041776306657913,.0439736723249065
South Korea,kr,kor,33,2,.004338494481791,.0439101643765292
South Korea,kr,kor,34,2,.005253878664487,.0374312411572839
South Korea,kr,kor,35,2,.0041128000199896,.0406746130491409
South Korea,kr,kor,36,2,.0027954508975666,.0404552167897885
South Korea,kr,kor,37,2,.0035475074681005,.0379075068110416
South Korea,kr,kor,38,2,.0049992735540216,.0338054754394946
South Korea,kr,kor,39,2,.0056613012743781,.0415066903071128
South Korea,kr,kor,40,2,.0044097559707576,.0400606768663055
South Korea,kr,kor,41,2,.0032904192087472,.0464623794984349
South Korea,kr,kor,42,2,.0045296694045912,.0475640488488819
South Korea,kr,kor,43,2,.0041508259090029,.0432981776318019
South Korea,kr,kor,44,2,.0037480750226835,.0453491044638302
South Korea,kr,kor,45,2,.0036313634641819,.0427128084747896
South Korea,kr,kor,46,2,.0034199681058387,.046623760931692
South Korea,kr,kor,47,2,.0029127478154317,.0456027869044898
South Korea,kr,kor,48,2,.0041906770612902,.0433427155526943
South Korea,kr,kor,49,2,.0058265484893434,.0455592295124096
South Korea,kr,kor,50,2,.0071574055970906,.0491095860530535
South Korea,kr,kor,51,2,.0050318551188605,.0427205852142101
South Korea,kr,kor,52,2,.0049953012467683,.0449565690385869
South Korea,kr,kor,53,2,.0049127405316424,.0470449960350062
South Korea,kr,kor,54,2,.0020281287756913,.0585040196594771
South Korea,kr,kor,55,2,.0022514016385644,.0450715821073095
South Korea,kr,kor,56,2,.0044675582421778,.0468939003596837
South Korea,kr,kor,57,2,.0038963357165322,.0518481064330972
South Korea,kr,kor,58,2,.0031336997678003,.0499038135039411
South Korea,kr,kor,59,2,.0033028502795484,.0503508596220456
South Korea,kr,kor,60,2,.0020120059012961,.054587348469894
South Korea,kr,kor,61,2,.0046002072939725,.0491577700161095
South Korea,kr,kor,62,2,.0025851729641042,.0520409064724691
South Korea,kr,kor,63,2,.0024730774262355,.0527133269820787
South Korea,kr,kor,64,2,.0049144446067708,.0469745134255092
South Korea,kr,kor,65,2,.0041561567287522,.0477600074551214
South Korea,kr,kor,66,2,.0018538432083064,.0504248609684098
South Korea,kr,kor,67,2,.0033501226094763,.0525682258415749
South Korea,kr,kor,68,2,.0029410751369012,.0521168902129545
South Korea,kr,kor,69,2,.0029075440680058,.0480735177350932
South Korea,kr,kor,70,2,.0031979828392264,.0536730714543806
South Korea,kr,kor,71,2,.0021820388223146,.0480076063965348
South Korea,kr,kor,72,2,.0030065702588026,.0511787675288063
South Korea,kr,kor,73,2,.0019827560088812,.0588932563440197
South Korea,kr,kor,74,2,.0040144430826397,.0602678141141361
South Korea,kr,kor,75,2,.0023706604880812,.0641999190197679
South Korea,kr,kor,76,2,.0030318388336602,.0536946826551816
South Korea,kr,kor,77,2,.0028507010811636,.0550954072841666
South Korea,kr,kor,78,2,.0035884918922622,.0526863366723046
South Korea,kr,kor,79,2,.0019377176627075,.0533275133326858
South Korea,kr,kor,80,2,.0037285906467491,.0543978972870463
South Korea,kr,kor,81,2,.0028579144111778,.057946211814804
South Korea,kr,kor,82,2,.0020268921091249,.0555637267500492
South Korea,kr,kor,83,2,.0013088778402412,.0598697457617161
South Korea,kr,kor,84,2,.0032871709840266,.0575011084057283
South Korea,kr,kor,85,2,.0021434431238638,.0573876440475571
South Korea,kr,kor,86,2,.0034691534366501,.0535169586043434
South Korea,kr,kor,87,2,.003960744341599,.0597136635109498
South Korea,kr,kor,88,2,.0024586235542777,.0577068797275639
South Korea,kr,kor,89,2,.0020473119921833,.0653785082224089
South Korea,kr,kor,90,2,.0026008540741739,.0655730217905818
South Korea,kr,kor,91,2,.0036328536597666,.0632250582748972
South Korea,kr,kor,92,2,.0019656507915068,.0576556970659922
South Korea,kr,kor,93,2,.0018453787670533,.057260586073272
South Korea,kr,kor,94,2,.0021243818326723,.0588594406354
South Korea,kr,kor,95,2,.0023953083406839,.0584877578036207
South Korea,kr,kor,96,2,.0028671864810654,.0643273139569136
South Korea,kr,kor,97,2,.0019416438077188,.0652421740972407
South Korea,kr,kor,98,2,.0021461466344012,.062358645846145
South Korea,kr,kor,99,2,.0021190302319242,.0526209750240016
South Korea,kr,kor,100,2,.0013961862834158,.0531101452526333
Japan,jp,jpn,1,1,.0032837534994919,.0471847016987275
Japan,jp,jpn,2,1,.0022132863993444,.0422164262994195
Japan,jp,jpn,3,1,.0022562338118291,.0415034857229589
Japan,jp,jpn,4,1,.0026411391282822,.0425753017689024
Japan,jp,jpn,5,1,.0023459727312898,.0511546803845217
Japan,jp,jpn,6,1,.0020225675981493,.0556462615280463
Japan,jp,jpn,7,1,.0035401928235004,.0605589341320626
Japan,jp,jpn,8,1,.0034042702356274,.0634444343795646
Japan,jp,jpn,9,1,.0046149195456427,.071464678031277
Japan,jp,jpn,10,1,.0029252551094355,.0702921483169111
Japan,jp,jpn,1,2,.00655060178702,.058399851247692
Japan,jp,jpn,2,2,.0028089657471741,.0593353492586619
Japan,jp,jpn,3,2,.002172129390029,.0383011303411564
Japan,jp,jpn,4,2,.0022174171862788,.0717251180150184
Japan,jp,jpn,5,2,.0045753447308941,.0254174346797517
Japan,jp,jpn,6,2,.002162752067701,.0267471812364658
Japan,jp,jpn,7,2,.0019740665319423,.0490370686882071
Japan,jp,jpn,8,2,.003564993679129,.0651178946365127
Japan,jp,jpn,9,2,.0044668231550477,.0368944226835459
Japan,jp,jpn,10,2,.0024296900402664,.0422053222742325
Japan,jp,jpn,11,2,.0020559089326801,.0286554707781659
Japan,jp,jpn,12,2,.0052817831402906,.0397225555095736
Japan,jp,jpn,13,2,.0021938934265662,.0354132406090112
Japan,jp,jpn,14,2,.0010483747169083,.0626889905710787
Japan,jp,jpn,15,2,.0009145313558829,.0444650503054821
Japan,jp,jpn,16,2,.0007541975632337,.0419818796797332
Japan,jp,jpn,17,2,.0031708741982883,.0712988203100319
Japan,jp,jpn,18,2,.0002306100926961,.0374328584134084
Japan,jp,jpn,19,2,.005478690149272,.0260831301164281
Japan,jp,jpn,20,2,.0010224987840539,.0383618679960606
Japan,jp,jpn,21,2,.0002409341459069,.0727820405195218
Japan,jp,jpn,22,2,.0016915285116156,.0285257719819662
Japan,jp,jpn,23,2,.0011743177947557,.0290894136129436
Japan,jp,jpn,24,2,.0045180055224995,.0523008655679594
Japan,jp,jpn,25,2,.000688465690432,.0448775458060074
Japan,jp,jpn,26,2,.0077848730989612,.0422296891480736
Japan,jp,jpn,27,2,.0005337384670482,.0252846931912998
Japan,jp,jpn,28,2,.0013629860709145,.04375225040282
Japan,jp,jpn,29,2,.0046904346623749,.0227590446135732
Japan,jp,jpn,30,2,.0009506558976676,.0526135074978324
Japan,jp,jpn,31,2,.0012098676209344,.0333084249562325
Japan,jp,jpn,32,2,.0064228533099398,.0509869643672715
Japan,jp,jpn,33,2,.0026138884055985,.050505572564852
Japan,jp,jpn,34,2,.0011665489145174,.0291650409371578
Japan,jp,jpn,35,2,.0031009113195322,.0228280326135236
Japan,jp,jpn,36,2,.0074014675684191,.0344446206808895
Japan,jp,jpn,37,2,.001771270996596,.0398499688707267
Japan,jp,jpn,38,2,.0005002727680645,.0546804496240296
Japan,jp,jpn,39,2,.000665517070195,.0451532955487008
Japan,jp,jpn,40,2,.0018804117665834,.0670996601129403
Japan,jp,jpn,41,2,.00743968732727,.0416973045824606
Japan,jp,jpn,42,2,.0001183508661983,.047829619728309
Japan,jp,jpn,43,2,.0037780612224253,.0405541282718513
Japan,jp,jpn,44,2,.0013548339250793,.040641695729557
Japan,jp,jpn,45,2,.0005313026515817,.0721256450727826
Japan,jp,jpn,46,2,.0027518304840925,.0529526266186523
Japan,jp,jpn,47,2,.001895915687712,.0618328336639783
Japan,jp,jpn,48,2,.0028038061872217,.0451539034804062
Japan,jp,jpn,49,2,.0003800084981528,.0643355457341905
Japan,jp,jpn,50,2,.0022041743270523,.0495565818998931
Japan,jp,jpn,51,2,.0016116603023,.0598370591877582
Japan,jp,jpn,52,2,.0015152649703014,.0604649021289637
Japan,jp,jpn,53,2,.0006134269425288,.0672770974166151
Japan,jp,jpn,54,2,.0047042067995221,.0403942071532328
Japan,jp,jpn,55,2,.0003079616999927,.0569506185153475
Japan,jp,jpn,56,2,.0078576158990656,.0487780691646848
Japan,jp,jpn,57,2,.0014534809781236,.0493537759269038
Japan,jp,jpn,58,2,.0005268155683699,.0566665166725703
Japan,jp,jpn,59,2,.0006561503388525,.0624202781214622
Japan,jp,jpn,60,2,.0002965374797505,.0572387679916455
Japan,jp,jpn,61,2,.0072072429720906,.0531850409424711
Japan,jp,jpn,62,2,.0032431058753176,.0536070928397846
Japan,jp,jpn,63,2,.0015313656284322,.0487953590820696
Japan,jp,jpn,64,2,.0002625516861741,.0592725262259139
Japan,jp,jpn,65,2,.0082801682059423,.0565739913546946
Japan,jp,jpn,66,2,.0006629335444599,.0898900804844024
Japan,jp,jpn,67,2,.0021849011995434,.0629004917948535
Japan,jp,jpn,68,2,.0006709251902021,.0615751362586689
Japan,jp,jpn,69,2,.0010891283038229,.059729319928313
Japan,jp,jpn,70,2,.0113272831538238,.0606600110557692
Japan,jp,jpn,71,2,.004690606794496,.0497845253083112
Japan,jp,jpn,72,2,.0042544369820424,.0562403733205512
Japan,jp,jpn,73,2,.0039245323494334,.0592479337778561
Japan,jp,jpn,74,2,.0022300372832955,.0591768210640466
Japan,jp,jpn,75,2,.0002591825410991,.0630785661787125
Japan,jp,jpn,76,2,.0039669247553528,.093987712053064
Japan,jp,jpn,77,2,.0020726804552262,.0588282354882088
Japan,jp,jpn,78,2,.0071724976201318,.0626190472715623
Japan,jp,jpn,79,2,.000900425859404,.067695997524314
Japan,jp,jpn,80,2,.0042136127822073,.0628327089072555
Japan,jp,jpn,81,2,.0005761654462118,.0681088847052438
Japan,jp,jpn,82,2,.0025527499416088,.0718557043779619
Japan,jp,jpn,83,2,.0087253986502097,.0748784906237876
Japan,jp,jpn,84,2,.0011992498806448,.075102712275063
Japan,jp,jpn,85,2,.0122418509844471,.081097018638185
Japan,jp,jpn,86,2,.0029463925649311,.0778962341597224
Japan,jp,jpn,87,2,.0043782170396624,.0635801516240176
Japan,jp,jpn,88,2,.0034809795356751,.0665987867231493
Japan,jp,jpn,89,2,.0074475959576866,.0622222643411156
Japan,jp,jpn,90,2,.0025073429607607,.0736530134206255
Japan,jp,jpn,91,2,.0010090686767518,.0805751691421651
Japan,jp,jpn,92,2,.0012717932568272,.0715648452955405
Japan,jp,jpn,93,2,.0033721141085225,.085251006478329
Japan,jp,jpn,94,2,.0025229657625886,.065384421617998
Japan,jp,jpn,95,2,.0036082404396842,.0607739960083777
Japan,jp,jpn,96,2,.0014405597636376,.0771778307206786
Japan,jp,jpn,97,2,.0009506877765877,.0653556704440618
Japan,jp,jpn,98,2,.003843406833793,.064281288488407
Japan,jp,jpn,99,2,.0077379812839781,.0589253136845499
Japan,jp,jpn,100,2,.0034162357341238,.0747984777705539
United Kingdom,uk,gbr,1,1,.0172824575180489,.0425995098661314
United Kingdom,uk,gbr,2,1,.0063916749906618,.0289344106300061
United Kingdom,uk,gbr,3,1,.0068417770112946,.0496460467321599
United Kingdom,uk,gbr,4,1,.0074631093361125,.0689153466391249
United Kingdom,uk,gbr,5,1,.0074732858079353,.0694380267734566
United Kingdom,uk,gbr,6,1,.0083503708533011,.0836944366132953
United Kingdom,uk,gbr,7,1,.0105510379641685,.0956854053517248
United Kingdom,uk,gbr,8,1,.0081544607232369,.094061875799536
United Kingdom,uk,gbr,9,1,.007373782242021,.0985164370695632
United Kingdom,uk,gbr,10,1,.0058372968586751,.0903071640489767
United Kingdom,uk,gbr,1,2,.0172824575180489,.0425995098661314
United Kingdom,uk,gbr,2,2,.,.
United Kingdom,uk,gbr,3,2,.,.
United Kingdom,uk,gbr,4,2,.,.
United Kingdom,uk,gbr,5,2,.,.
United Kingdom,uk,gbr,6,2,.,.
United Kingdom,uk,gbr,7,2,.,.
United Kingdom,uk,gbr,8,2,.,.
United Kingdom,uk,gbr,9,2,.,.
United Kingdom,uk,gbr,10,2,.,.
United Kingdom,uk,gbr,11,2,.,.
United Kingdom,uk,gbr,12,2,.0051823639241466,.0228844077422073
United Kingdom,uk,gbr,13,2,.0059978910571657,.0241150407953877
United Kingdom,uk,gbr,14,2,.0097982337170048,.0330977696774328
United Kingdom,uk,gbr,15,2,.004076962504881,.0229360881029865
United Kingdom,uk,gbr,16,2,.0081736997664915,.0322332948920688
United Kingdom,uk,gbr,17,2,.0060984125529427,.0196987151066942
United Kingdom,uk,gbr,18,2,.0059913197903075,.0276813533465293
United Kingdom,uk,gbr,19,2,.0083961932021978,.0427018972710057
United Kingdom,uk,gbr,20,2,.0036596474563597,.034088701723012
United Kingdom,uk,gbr,21,2,.0075028983421404,.0392276434643446
